,DayofMonth,DayOfWeek,IATA_Code_Marketing_Airline,IATA_Code_Operating_Airline,Operating_Airline ,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,DepDelay,DepDelayMinutes,DepTimeBlk,ArrDelay,ArrDelayMinutes,ArrTimeBlk,Cancelled,Distance
496460,25,4,AA,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,70.0,70.0,2000-2059,43.0,43.0,2300-2359,0.0,802.0
285787,26,5,NK,NK,NK,ORD,IL,Illinois,DFW,TX,Texas,32.0,32.0,0600-0659,30.0,30.0,0900-0959,0.0,802.0
283041,3,3,NK,NK,NK,MCO,FL,Florida,ATL,GA,Georgia,-1.0,0.0,1200-1259,-22.0,0.0,1400-1459,0.0,404.0
529592,20,6,AA,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,19.0,19.0,2000-2059,9.0,9.0,2200-2259,0.0,1337.0
511988,7,7,AA,AA,AA,LAS,NV,Nevada,ORD,IL,Illinois,-7.0,0.0,1300-1359,3.0,3.0,1900-1959,0.0,1514.0
513214,3,3,AA,AA,AA,MIA,FL,Florida,MCO,FL,Florida,34.0,34.0,1200-1259,21.0,21.0,1400-1459,0.0,192.0
166811,29,1,DL,DL,DL,JFK,NY,New York,MIA,FL,Florida,3.0,3.0,0900-0959,-12.0,0.0,1200-1259,0.0,1089.0
291890,30,2,NK,NK,NK,LAX,CA,California,ATL,GA,Georgia,-10.0,0.0,1100-1159,-10.0,0.0,1800-1859,0.0,1947.0
479455,31,3,AA,AA,AA,ATL,GA,Georgia,MIA,FL,Florida,11.0,11.0,1100-1159,2.0,2.0,1300-1359,0.0,594.0
528188,17,3,AA,AA,AA,ORD,IL,Illinois,LAX,CA,California,-2.0,0.0,1700-1759,-9.0,0.0,1900-1959,0.0,1744.0
230512,21,7,F9,F9,F9,DEN,CO,Colorado,LAS,NV,Nevada,-7.0,0.0,1900-1959,-27.0,0.0,2000-2059,0.0,628.0
579516,20,6,B6,B6,B6,JFK,NY,New York,LAX,CA,California,9.0,9.0,2000-2059,0.0,0.0,0001-0559,0.0,2475.0
179276,22,1,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-8.0,0.0,0600-0659,0.0,0.0,1100-1159,0.0,1199.0
276704,13,6,NK,NK,NK,LAX,CA,California,DFW,TX,Texas,-10.0,0.0,1800-1859,-24.0,0.0,2300-2359,0.0,1235.0
215477,28,7,DL,DL,DL,ATL,GA,Georgia,MIA,FL,Florida,16.0,16.0,1300-1359,60.0,60.0,1500-1559,0.0,594.0
151665,6,6,DL,DL,DL,ATL,GA,Georgia,LAX,CA,California,0.0,0.0,2200-2259,10.0,10.0,0001-0559,0.0,1947.0
578080,18,4,B6,B6,B6,JFK,NY,New York,LAX,CA,California,-10.0,0.0,0600-0659,-27.0,0.0,1000-1059,0.0,2475.0
281242,26,5,NK,NK,NK,ATL,GA,Georgia,MIA,FL,Florida,-5.0,0.0,1800-1859,-25.0,0.0,2000-2059,0.0,594.0
66347,29,1,WN,WN,WN,ATL,GA,Georgia,LAS,NV,Nevada,-4.0,0.0,0600-0659,-23.0,0.0,0800-0859,0.0,1747.0
109352,15,1,WN,WN,WN,ORD,IL,Illinois,DEN,CO,Colorado,,,1000-1059,,,1200-1259,1.0,888.0
474082,9,2,AA,AA,AA,LAX,CA,California,ORD,IL,Illinois,-2.0,0.0,0900-0959,-6.0,0.0,1500-1559,0.0,1744.0
19069,9,2,WN,WN,WN,MIA,FL,Florida,ATL,GA,Georgia,7.0,7.0,0600-0659,,,0800-0859,0.0,594.0
290685,3,3,NK,NK,NK,DFW,TX,Texas,LAX,CA,California,30.0,30.0,0900-0959,11.0,11.0,1000-1059,0.0,1235.0
455138,30,2,AA,AA,AA,JFK,NY,New York,LAX,CA,California,-2.0,0.0,2100-2159,-55.0,0.0,0001-0559,0.0,2475.0
488768,24,3,AA,AA,AA,JFK,NY,New York,CLT,NC,North Carolina,148.0,148.0,1000-1059,181.0,181.0,1200-1259,0.0,541.0
489978,2,2,AA,AA,AA,DFW,TX,Texas,MIA,FL,Florida,73.0,73.0,1900-1959,53.0,53.0,2300-2359,0.0,1121.0
484385,12,5,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,77.0,77.0,0900-0959,63.0,63.0,1200-1259,0.0,641.0
387363,27,6,UA,UA,UA,MCO,FL,Florida,LAX,CA,California,-7.0,0.0,0700-0759,-6.0,0.0,0900-0959,0.0,2218.0
479476,26,5,AA,AA,AA,MIA,FL,Florida,ATL,GA,Georgia,0.0,0.0,0800-0859,-8.0,0.0,1000-1059,0.0,594.0
456058,22,1,AA,AA,AA,MIA,FL,Florida,LAX,CA,California,26.0,26.0,1500-1559,0.0,0.0,1800-1859,0.0,2342.0
501941,16,2,AA,AA,AA,LAS,NV,Nevada,DFW,TX,Texas,-4.0,0.0,0800-0859,-8.0,0.0,1200-1259,0.0,1055.0
481381,8,1,AA,AA,AA,ORD,IL,Illinois,MCO,FL,Florida,2.0,2.0,0900-0959,1.0,1.0,1300-1359,0.0,1005.0
191674,9,2,DL,DL,DL,MIA,FL,Florida,MCO,FL,Florida,318.0,318.0,1900-1959,344.0,344.0,2000-2059,0.0,192.0
88129,22,1,WN,WN,WN,LAS,NV,Nevada,LAX,CA,California,119.0,119.0,2000-2059,110.0,110.0,2200-2259,0.0,236.0
314357,19,5,AA,OO,OO,DEN,CO,Colorado,LAX,CA,California,-8.0,0.0,0700-0759,-8.0,0.0,0900-0959,0.0,862.0
157059,8,1,DL,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,-1.0,0.0,1900-1959,-30.0,0.0,2100-2159,0.0,1747.0
572224,8,1,B6,B6,B6,MIA,FL,Florida,LAX,CA,California,4.0,4.0,1900-1959,8.0,8.0,2200-2259,0.0,2342.0
406825,9,2,UA,UA,UA,MIA,FL,Florida,ORD,IL,Illinois,6.0,6.0,0900-0959,-16.0,0.0,1100-1159,0.0,1197.0
77690,13,6,WN,WN,WN,DEN,CO,Colorado,LAS,NV,Nevada,47.0,47.0,1300-1359,39.0,39.0,1400-1459,0.0,628.0
396190,11,4,UA,UA,UA,DEN,CO,Colorado,LAS,NV,Nevada,-2.0,0.0,0900-0959,-10.0,0.0,1000-1059,0.0,628.0
494168,5,5,AA,AA,AA,LAS,NV,Nevada,CLT,NC,North Carolina,-6.0,0.0,2200-2259,-6.0,0.0,0600-0659,0.0,1916.0
412198,7,7,UA,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,,,1600-1659,,,1700-1759,1.0,1199.0
158272,20,6,DL,DL,DL,MCO,FL,Florida,ATL,GA,Georgia,2.0,2.0,1600-1659,-10.0,0.0,1700-1759,0.0,404.0
387387,27,6,UA,UA,UA,MCO,FL,Florida,DEN,CO,Colorado,11.0,11.0,1500-1559,-2.0,0.0,1700-1759,0.0,1546.0
48469,11,4,WN,WN,WN,LAX,CA,California,LAS,NV,Nevada,-7.0,0.0,1600-1659,-8.0,0.0,1700-1759,0.0,236.0
234315,15,1,F9,F9,F9,DFW,TX,Texas,LAS,NV,Nevada,38.0,38.0,2100-2159,37.0,37.0,2200-2259,0.0,1055.0
238107,26,5,F9,F9,F9,DEN,CO,Colorado,MCO,FL,Florida,114.0,114.0,1400-1459,104.0,104.0,2000-2059,0.0,1546.0
515951,7,7,AA,AA,AA,ORD,IL,Illinois,MIA,FL,Florida,-4.0,0.0,1800-1859,-6.0,0.0,2300-2359,0.0,1197.0
21948,10,3,WN,WN,WN,LAS,NV,Nevada,MCO,FL,Florida,30.0,30.0,1500-1559,5.0,5.0,2200-2259,0.0,2039.0
282646,20,6,NK,NK,NK,LAX,CA,California,CLT,NC,North Carolina,230.0,230.0,0900-0959,206.0,206.0,1700-1759,0.0,2125.0
495548,6,6,AA,AA,AA,LAS,NV,Nevada,ORD,IL,Illinois,-9.0,0.0,1200-1259,-12.0,0.0,1700-1759,0.0,1514.0
506444,10,3,AA,AA,AA,ORD,IL,Illinois,MIA,FL,Florida,-4.0,0.0,1500-1559,-7.0,0.0,2000-2059,0.0,1197.0
24354,17,3,WN,WN,WN,LAS,NV,Nevada,DEN,CO,Colorado,-2.0,0.0,0700-0759,-15.0,0.0,1000-1059,0.0,628.0
419909,17,3,UA,UA,UA,LAX,CA,California,MCO,FL,Florida,,,2200-2259,,,0600-0659,1.0,2218.0
18564,9,2,WN,WN,WN,LAX,CA,California,DEN,CO,Colorado,-5.0,0.0,1300-1359,-28.0,0.0,1600-1659,0.0,862.0
166052,2,2,DL,DL,DL,MIA,FL,Florida,MCO,FL,Florida,56.0,56.0,1400-1459,56.0,56.0,1500-1559,0.0,192.0
284916,2,2,NK,NK,NK,DFW,TX,Texas,LAS,NV,Nevada,23.0,23.0,2100-2159,4.0,4.0,2200-2259,0.0,1055.0
166201,21,7,DL,DL,DL,JFK,NY,New York,MIA,FL,Florida,14.0,14.0,1500-1559,-6.0,0.0,1800-1859,0.0,1089.0
67944,29,1,WN,WN,WN,LAS,NV,Nevada,DEN,CO,Colorado,2.0,2.0,0900-0959,-1.0,0.0,1200-1259,0.0,628.0
522586,23,2,AA,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,39.0,39.0,1100-1159,12.0,12.0,1300-1359,0.0,936.0
505418,27,6,AA,AA,AA,DFW,TX,Texas,LAS,NV,Nevada,12.0,12.0,0800-0859,-2.0,0.0,0900-0959,0.0,1055.0
415934,19,5,UA,UA,UA,DEN,CO,Colorado,ORD,IL,Illinois,-7.0,0.0,0800-0859,-15.0,0.0,1100-1159,0.0,888.0
226124,21,7,F9,F9,F9,DEN,CO,Colorado,ATL,GA,Georgia,-1.0,0.0,0001-0559,21.0,21.0,1000-1059,0.0,1199.0
481371,29,1,AA,AA,AA,MCO,FL,Florida,ORD,IL,Illinois,-5.0,0.0,1400-1459,-13.0,0.0,1600-1659,0.0,1005.0
147328,28,7,B6,B6,B6,LAX,CA,California,JFK,NY,New York,-4.0,0.0,1200-1259,7.0,7.0,2100-2159,0.0,2475.0
574717,12,5,B6,B6,B6,MIA,FL,Florida,JFK,NY,New York,1.0,1.0,0900-0959,-10.0,0.0,1200-1259,0.0,1089.0
316256,17,3,DL,OO,OO,ORD,IL,Illinois,JFK,NY,New York,,,0700-0759,,,1100-1159,1.0,740.0
490850,18,4,AA,AA,AA,MCO,FL,Florida,LAX,CA,California,-2.0,0.0,1800-1859,-24.0,0.0,2000-2059,0.0,2218.0
205309,19,5,DL,DL,DL,JFK,NY,New York,ATL,GA,Georgia,7.0,7.0,1500-1559,35.0,35.0,1800-1859,0.0,760.0
492275,29,1,AA,AA,AA,CLT,NC,North Carolina,MIA,FL,Florida,17.0,17.0,0900-0959,19.0,19.0,1100-1159,0.0,650.0
185520,20,6,DL,DL,DL,CLT,NC,North Carolina,ATL,GA,Georgia,33.0,33.0,0800-0859,18.0,18.0,1000-1059,0.0,226.0
188967,13,6,DL,DL,DL,DEN,CO,Colorado,LAX,CA,California,0.0,0.0,1300-1359,-10.0,0.0,1400-1459,0.0,862.0
290716,3,3,NK,NK,NK,LAX,CA,California,DFW,TX,Texas,-7.0,0.0,2300-2359,-18.0,0.0,0001-0559,0.0,1235.0
157227,14,7,DL,DL,DL,JFK,NY,New York,LAS,NV,Nevada,-3.0,0.0,1100-1159,-18.0,0.0,1400-1459,0.0,2248.0
101838,7,7,WN,WN,WN,LAS,NV,Nevada,LAX,CA,California,29.0,29.0,1000-1059,20.0,20.0,1100-1159,0.0,236.0
287373,26,5,NK,NK,NK,ORD,IL,Illinois,MIA,FL,Florida,-7.0,0.0,1700-1759,-18.0,0.0,2100-2159,0.0,1197.0
509376,30,2,AA,AA,AA,DFW,TX,Texas,LAS,NV,Nevada,-2.0,0.0,2000-2059,-21.0,0.0,2100-2159,0.0,1055.0
494514,30,2,AA,AA,AA,MIA,FL,Florida,DFW,TX,Texas,-3.0,0.0,0800-0859,-21.0,0.0,1100-1159,0.0,1121.0
513579,9,2,AA,AA,AA,LAX,CA,California,DFW,TX,Texas,4.0,4.0,0001-0559,33.0,33.0,1000-1059,0.0,1235.0
371101,30,2,UA,UA,UA,DEN,CO,Colorado,LAS,NV,Nevada,-4.0,0.0,1400-1459,-25.0,0.0,1500-1559,0.0,628.0
157316,31,3,DL,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,-3.0,0.0,0600-0659,-7.0,0.0,1200-1259,0.0,1747.0
571314,7,7,B6,B6,B6,MCO,FL,Florida,JFK,NY,New York,-4.0,0.0,0600-0659,-19.0,0.0,0800-0859,0.0,944.0
490198,2,2,AA,AA,AA,MCO,FL,Florida,DFW,TX,Texas,1.0,1.0,1100-1159,-4.0,0.0,1300-1359,0.0,985.0
304612,22,1,AA,OH,OH,ATL,GA,Georgia,CLT,NC,North Carolina,-1.0,0.0,1800-1859,-15.0,0.0,2000-2059,0.0,226.0
572839,9,2,B6,B6,B6,MIA,FL,Florida,LAX,CA,California,-7.0,0.0,0600-0659,3.0,3.0,0900-0959,0.0,2342.0
286629,2,2,NK,NK,NK,LAX,CA,California,ATL,GA,Georgia,-10.0,0.0,1600-1659,-31.0,0.0,0001-0559,0.0,1947.0
395220,12,5,UA,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,40.0,40.0,2000-2059,24.0,24.0,2100-2159,0.0,888.0
276737,9,2,NK,NK,NK,LAS,NV,Nevada,DEN,CO,Colorado,12.0,12.0,0700-0759,10.0,10.0,1000-1059,0.0,628.0
179281,27,6,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-5.0,0.0,0600-0659,-3.0,0.0,1100-1159,0.0,1199.0
504213,29,1,AA,AA,AA,ORD,IL,Illinois,JFK,NY,New York,-7.0,0.0,1700-1759,-17.0,0.0,2000-2059,0.0,740.0
463032,10,3,AA,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,0.0,0.0,1800-1859,7.0,7.0,2100-2159,0.0,802.0
179264,10,3,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,-3.0,0.0,0600-0659,-10.0,0.0,1100-1159,0.0,1199.0
196422,1,1,DL,DL,DL,LAS,NV,Nevada,JFK,NY,New York,-7.0,0.0,1600-1659,-18.0,0.0,0001-0559,0.0,2248.0
188215,29,1,DL,DL,DL,MIA,FL,Florida,ATL,GA,Georgia,224.0,224.0,0600-0659,210.0,210.0,0800-0859,0.0,594.0
171233,19,5,DL,DL,DL,ATL,GA,Georgia,ORD,IL,Illinois,-1.0,0.0,1500-1559,-9.0,0.0,1600-1659,0.0,606.0
284898,15,1,NK,NK,NK,LAS,NV,Nevada,DFW,TX,Texas,14.0,14.0,1800-1859,-1.0,0.0,2200-2259,0.0,1055.0
225707,11,4,F9,F9,F9,CLT,NC,North Carolina,DEN,CO,Colorado,-10.0,0.0,1800-1859,-12.0,0.0,2000-2059,0.0,1337.0
458556,10,3,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,7.0,7.0,1400-1459,-2.0,0.0,1700-1759,0.0,641.0
461407,22,1,AA,AA,AA,CLT,NC,North Carolina,ORD,IL,Illinois,-3.0,0.0,1600-1659,-16.0,0.0,1700-1759,0.0,599.0
43996,2,2,WN,WN,WN,LAX,CA,California,DEN,CO,Colorado,-4.0,0.0,0001-0559,-12.0,0.0,0800-0859,0.0,862.0
504241,19,5,AA,AA,AA,CLT,NC,North Carolina,MCO,FL,Florida,10.0,10.0,1300-1359,11.0,11.0,1500-1559,0.0,468.0
280386,2,2,NK,NK,NK,CLT,NC,North Carolina,MCO,FL,Florida,7.0,7.0,1300-1359,-12.0,0.0,1500-1559,0.0,468.0
228788,4,4,F9,F9,F9,DEN,CO,Colorado,LAS,NV,Nevada,-8.0,0.0,0800-0859,-18.0,0.0,0900-0959,0.0,628.0
512670,24,3,AA,AA,AA,CLT,NC,North Carolina,MCO,FL,Florida,-3.0,0.0,2200-2259,-18.0,0.0,0001-0559,0.0,468.0
528134,12,5,AA,AA,AA,DEN,CO,Colorado,ORD,IL,Illinois,-2.0,0.0,1400-1459,-25.0,0.0,1700-1759,0.0,888.0
227721,30,2,F9,F9,F9,CLT,NC,North Carolina,MCO,FL,Florida,-18.0,0.0,1600-1659,-24.0,0.0,1800-1859,0.0,468.0
525440,13,6,AA,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,-5.0,0.0,1300-1359,14.0,14.0,1600-1659,0.0,599.0
479477,28,7,AA,AA,AA,MIA,FL,Florida,ATL,GA,Georgia,-2.0,0.0,0800-0859,-11.0,0.0,1000-1059,0.0,594.0
166790,17,3,DL,DL,DL,MIA,FL,Florida,JFK,NY,New York,7.0,7.0,1300-1359,-13.0,0.0,1600-1659,0.0,1089.0
147179,28,7,B6,B6,B6,DEN,CO,Colorado,JFK,NY,New York,-3.0,0.0,2300-2359,12.0,12.0,0001-0559,0.0,1626.0
471367,16,2,AA,AA,AA,CLT,NC,North Carolina,LAX,CA,California,85.0,85.0,1800-1859,80.0,80.0,2000-2059,0.0,2125.0
479012,6,6,AA,AA,AA,DFW,TX,Texas,LAX,CA,California,7.0,7.0,1700-1759,21.0,21.0,1900-1959,0.0,1235.0
377960,15,1,UA,UA,UA,ORD,IL,Illinois,MCO,FL,Florida,113.0,113.0,0700-0759,103.0,103.0,1100-1159,0.0,1005.0
470261,2,2,AA,AA,AA,DFW,TX,Texas,ATL,GA,Georgia,-8.0,0.0,0700-0759,-18.0,0.0,1000-1059,0.0,731.0
462003,1,1,AA,AA,AA,MCO,FL,Florida,CLT,NC,North Carolina,-1.0,0.0,1800-1859,-11.0,0.0,2000-2059,0.0,468.0
118574,24,3,WN,WN,WN,MCO,FL,Florida,ORD,IL,Illinois,29.0,29.0,1400-1459,31.0,31.0,1600-1659,0.0,1005.0
426536,3,3,UA,UA,UA,DFW,TX,Texas,ORD,IL,Illinois,-9.0,0.0,1700-1759,-8.0,0.0,1900-1959,0.0,802.0
501797,25,4,AA,AA,AA,LAX,CA,California,MIA,FL,Florida,-3.0,0.0,2200-2259,-6.0,0.0,0600-0659,0.0,2342.0
455830,6,6,AA,AA,AA,MIA,FL,Florida,CLT,NC,North Carolina,68.0,68.0,1700-1759,59.0,59.0,1900-1959,0.0,650.0
524164,21,7,AA,AA,AA,DFW,TX,Texas,DEN,CO,Colorado,38.0,38.0,1900-1959,29.0,29.0,2000-2059,0.0,641.0
229420,14,7,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,-4.0,0.0,1400-1459,-7.0,0.0,1600-1659,0.0,641.0
287081,21,7,NK,NK,NK,MIA,FL,Florida,ORD,IL,Illinois,-6.0,0.0,1400-1459,-27.0,0.0,1600-1659,0.0,1197.0
467925,2,2,AA,AA,AA,MCO,FL,Florida,MIA,FL,Florida,-1.0,0.0,1700-1759,-7.0,0.0,1800-1859,0.0,192.0
395596,12,5,UA,UA,UA,ORD,IL,Illinois,ATL,GA,Georgia,79.0,79.0,1700-1759,68.0,68.0,2100-2159,0.0,606.0
209553,9,2,DL,DL,DL,ATL,GA,Georgia,ORD,IL,Illinois,135.0,135.0,1000-1059,116.0,116.0,1100-1159,0.0,606.0
195205,11,4,DL,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,-1.0,0.0,0900-0959,0.0,0.0,1100-1159,0.0,1747.0
455746,3,3,AA,AA,AA,JFK,NY,New York,LAX,CA,California,6.0,6.0,1700-1759,-20.0,0.0,2000-2059,0.0,2475.0
528817,30,2,AA,AA,AA,DFW,TX,Texas,ORD,IL,Illinois,36.0,36.0,0600-0659,28.0,28.0,0800-0859,0.0,802.0
469946,20,6,AA,AA,AA,CLT,NC,North Carolina,LAS,NV,Nevada,-5.0,0.0,1100-1159,-14.0,0.0,1300-1359,0.0,1916.0
486131,1,1,AA,AA,AA,LAX,CA,California,ORD,IL,Illinois,-3.0,0.0,1700-1759,-9.0,0.0,2300-2359,0.0,1744.0
528820,8,1,AA,AA,AA,LAS,NV,Nevada,JFK,NY,New York,-10.0,0.0,2200-2259,-15.0,0.0,0001-0559,0.0,2248.0
232018,14,7,F9,F9,F9,DFW,TX,Texas,LAS,NV,Nevada,194.0,194.0,1700-1759,,,1900-1959,1.0,1055.0
389778,26,5,UA,UA,UA,DEN,CO,Colorado,ORD,IL,Illinois,25.0,25.0,1300-1359,18.0,18.0,1700-1759,0.0,888.0
497961,19,5,AA,AA,AA,DFW,TX,Texas,MIA,FL,Florida,-6.0,0.0,0001-0559,-20.0,0.0,0800-0859,0.0,1121.0
211793,13,6,DL,DL,DL,ATL,GA,Georgia,MCO,FL,Florida,-3.0,0.0,0800-0859,1.0,1.0,0900-0959,0.0,404.0
282667,10,3,NK,NK,NK,CLT,NC,North Carolina,LAX,CA,California,-4.0,0.0,1900-1959,16.0,16.0,2100-2159,0.0,2125.0
33744,26,5,WN,WN,WN,DEN,CO,Colorado,LAS,NV,Nevada,-2.0,0.0,0600-0659,-8.0,0.0,0700-0759,0.0,628.0
281247,31,3,NK,NK,NK,ATL,GA,Georgia,MIA,FL,Florida,8.0,8.0,1400-1459,6.0,6.0,1600-1659,0.0,594.0
490830,29,1,AA,AA,AA,LAX,CA,California,MCO,FL,Florida,61.0,61.0,0900-0959,63.0,63.0,1600-1659,0.0,2218.0
153669,19,5,DL,DL,DL,LAX,CA,California,ATL,GA,Georgia,5.0,5.0,2300-2359,7.0,7.0,0700-0759,0.0,1947.0
462953,25,4,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,1.0,1.0,0700-0759,4.0,4.0,1000-1059,0.0,641.0
459632,5,5,AA,AA,AA,MCO,FL,Florida,CLT,NC,North Carolina,-5.0,0.0,0600-0659,-13.0,0.0,0800-0859,0.0,468.0
228764,8,1,F9,F9,F9,LAS,NV,Nevada,DEN,CO,Colorado,295.0,295.0,0001-0559,316.0,316.0,0001-0559,0.0,628.0
525452,25,4,AA,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,27.0,27.0,1300-1359,27.0,27.0,1600-1659,0.0,599.0
472431,31,3,AA,AA,AA,LAX,CA,California,DFW,TX,Texas,-5.0,0.0,1300-1359,8.0,8.0,1800-1859,0.0,1235.0
157288,29,1,DL,DL,DL,DEN,CO,Colorado,JFK,NY,New York,17.0,17.0,1200-1259,7.0,7.0,1800-1859,0.0,1626.0
178920,16,2,DL,DL,DL,ATL,GA,Georgia,MCO,FL,Florida,87.0,87.0,1000-1059,98.0,98.0,1100-1159,0.0,404.0
400102,24,3,UA,UA,UA,DEN,CO,Colorado,LAX,CA,California,-4.0,0.0,1900-1959,-17.0,0.0,2100-2159,0.0,862.0
205296,7,7,DL,DL,DL,JFK,NY,New York,MCO,FL,Florida,-3.0,0.0,1500-1559,-8.0,0.0,1800-1859,0.0,944.0
368537,31,3,UA,UA,UA,LAS,NV,Nevada,ORD,IL,Illinois,-7.0,0.0,2300-2359,-23.0,0.0,0001-0559,0.0,1514.0
413734,20,6,UA,UA,UA,DEN,CO,Colorado,MCO,FL,Florida,,,0600-0659,,,1200-1259,1.0,1546.0
505442,20,6,AA,AA,AA,LAS,NV,Nevada,DFW,TX,Texas,6.0,6.0,1100-1159,-3.0,0.0,1500-1559,0.0,1055.0
467918,29,1,AA,AA,AA,CLT,NC,North Carolina,MCO,FL,Florida,10.0,10.0,1600-1659,10.0,10.0,1800-1859,0.0,468.0
71664,5,5,WN,WN,WN,LAS,NV,Nevada,ORD,IL,Illinois,-4.0,0.0,1700-1759,-31.0,0.0,2300-2359,0.0,1514.0
502254,18,4,AA,AA,AA,ORD,IL,Illinois,CLT,NC,North Carolina,0.0,0.0,1600-1659,-1.0,0.0,1900-1959,0.0,599.0
234324,28,7,F9,F9,F9,DFW,TX,Texas,LAS,NV,Nevada,-10.0,0.0,2100-2159,-28.0,0.0,2200-2259,0.0,1055.0
174785,19,5,DL,DL,DL,DFW,TX,Texas,ATL,GA,Georgia,62.0,62.0,1400-1459,46.0,46.0,1700-1759,0.0,731.0
284537,3,3,NK,NK,NK,ORD,IL,Illinois,LAS,NV,Nevada,26.0,26.0,1800-1859,-2.0,0.0,2000-2059,0.0,1514.0
486570,8,1,AA,AA,AA,DFW,TX,Texas,LAX,CA,California,-9.0,0.0,0700-0759,-15.0,0.0,0800-0859,0.0,1235.0
459398,27,6,AA,AA,AA,CLT,NC,North Carolina,LAS,NV,Nevada,0.0,0.0,2000-2059,-43.0,0.0,2200-2259,0.0,1916.0
468208,7,7,AA,AA,AA,MCO,FL,Florida,ORD,IL,Illinois,28.0,28.0,1500-1559,18.0,18.0,1700-1759,0.0,1005.0
406990,9,2,UA,UA,UA,ORD,IL,Illinois,LAX,CA,California,16.0,16.0,1200-1259,-2.0,0.0,1500-1559,0.0,1744.0
458831,25,4,AA,AA,AA,CLT,NC,North Carolina,DFW,TX,Texas,2.0,2.0,0001-0559,16.0,16.0,0700-0759,0.0,936.0
158059,1,1,DL,DL,DL,ORD,IL,Illinois,ATL,GA,Georgia,1.0,1.0,0700-0759,-21.0,0.0,1000-1059,0.0,606.0
174484,1,1,DL,DL,DL,JFK,NY,New York,DEN,CO,Colorado,2.0,2.0,1500-1559,-38.0,0.0,1800-1859,0.0,1626.0
521281,30,2,AA,AA,AA,JFK,NY,New York,CLT,NC,North Carolina,-6.0,0.0,0800-0859,-17.0,0.0,1000-1059,0.0,541.0
470901,2,2,AA,AA,AA,ORD,IL,Illinois,DFW,TX,Texas,-4.0,0.0,1700-1759,-17.0,0.0,1900-1959,0.0,802.0
210631,12,5,DL,DL,DL,ATL,GA,Georgia,ORD,IL,Illinois,237.0,237.0,0700-0759,256.0,256.0,0800-0859,0.0,606.0
173097,27,6,DL,DL,DL,LAS,NV,Nevada,ATL,GA,Georgia,2.0,2.0,1400-1459,-1.0,0.0,2100-2159,0.0,1747.0
529684,27,6,AA,AA,AA,CLT,NC,North Carolina,MCO,FL,Florida,-2.0,0.0,0700-0759,-1.0,0.0,0800-0859,0.0,468.0
218610,6,6,DL,DL,DL,JFK,NY,New York,MCO,FL,Florida,-6.0,0.0,1700-1759,43.0,43.0,2000-2059,0.0,944.0
410201,8,1,UA,UA,UA,DFW,TX,Texas,ORD,IL,Illinois,15.0,15.0,1400-1459,-6.0,0.0,1600-1659,0.0,802.0
484224,7,7,AA,AA,AA,MIA,FL,Florida,ATL,GA,Georgia,-2.0,0.0,1400-1459,-1.0,0.0,1600-1659,0.0,594.0
158730,19,5,DL,DL,DL,ATL,GA,Georgia,MIA,FL,Florida,2.0,2.0,1500-1559,11.0,11.0,1700-1759,0.0,594.0
382309,2,2,UA,UA,UA,ORD,IL,Illinois,DFW,TX,Texas,-3.0,0.0,1300-1359,-23.0,0.0,1500-1559,0.0,802.0
489189,7,7,AA,AA,AA,LAX,CA,California,MCO,FL,Florida,-2.0,0.0,2100-2159,4.0,4.0,0001-0559,0.0,2218.0
154796,12,5,DL,DL,DL,ATL,GA,Georgia,LAS,NV,Nevada,-3.0,0.0,1300-1359,17.0,17.0,1400-1459,0.0,1747.0
188612,9,2,DL,DL,DL,ATL,GA,Georgia,CLT,NC,North Carolina,53.0,53.0,2200-2259,43.0,43.0,2300-2359,0.0,226.0
182062,6,6,DL,DL,DL,MCO,FL,Florida,ATL,GA,Georgia,17.0,17.0,1000-1059,5.0,5.0,1100-1159,0.0,404.0
517729,9,2,AA,AA,AA,DFW,TX,Texas,MCO,FL,Florida,100.0,100.0,2000-2059,80.0,80.0,0001-0559,0.0,985.0
226842,7,7,F9,F9,F9,ORD,IL,Illinois,ATL,GA,Georgia,-6.0,0.0,1800-1859,-9.0,0.0,2100-2159,0.0,606.0
198001,5,5,DL,DL,DL,ATL,GA,Georgia,ORD,IL,Illinois,-1.0,0.0,1200-1259,-5.0,0.0,1300-1359,0.0,606.0
