DayofMonth,IATA_Code_Marketing_Airline,Operating_Airline ,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,CRSDepTime,DepTime,DepDelay,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,ArrTime,ArrDelay,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Div1Airport
1,UA,UA,DEN,CO,Colorado,MIA,FL,Florida,1355,1351,-4,1300-1359,17,1408,1922,7,1929,-22,1900-1959,0,,0,236,218,194,1,1709,,,,,,
1,UA,UA,DEN,CO,Colorado,MCO,FL,Florida,1400,1357,-3,1400-1459,14,1411,1900,5,1905,-31,1900-1959,0,,0,216,188,169,1,1546,,,,,,
1,UA,UA,LAS,NV,Nevada,ORD,IL,Illinois,1410,1358,-12,1400-1459,16,1414,1923,11,1934,-22,1900-1959,0,,0,226,216,189,1,1514,,,,,,
1,UA,UA,ORD,IL,Illinois,LAX,CA,California,1835,1830,-5,1800-1859,29,1859,2039,10,2049,-29,2100-2159,0,,0,283,259,220,1,1744,,,,,,
1,UA,UA,LAS,NV,Nevada,ORD,IL,Illinois,1700,1655,-5,1700-1759,13,1708,2211,8,2219,-18,2200-2259,0,,0,217,204,183,1,1514,,,,,,
1,UA,UA,ORD,IL,Illinois,LAS,NV,Nevada,2000,1957,-3,2000-2059,22,2019,2132,8,2140,-32,2200-2259,0,,0,252,223,193,1,1514,,,,,,
1,UA,UA,ORD,IL,Illinois,LAX,CA,California,2012,2007,-5,2000-2059,23,2030,2213,26,2239,-16,2200-2259,0,,0,283,272,223,1,1744,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,1753,1746,-7,1700-1759,14,1800,2334,7,2341,-18,2300-2359,0,,0,246,235,214,1,1744,,,,,,
1,UA,UA,DEN,CO,Colorado,MIA,FL,Florida,1746,1741,-5,1700-1759,24,1805,2312,8,2320,-22,2300-2359,0,,0,236,219,187,1,1709,,,,,,
1,UA,UA,ORD,IL,Illinois,LAX,CA,California,2120,2115,-5,2100-2159,22,2137,2316,21,2337,-21,2300-2359,0,,0,278,262,219,1,1744,,,,,,
1,UA,UA,ORD,IL,Illinois,LAX,CA,California,1250,1250,0,1200-1259,24,1314,1438,6,1444,-38,1500-1559,0,,0,272,234,204,1,1744,,,,,,
1,UA,UA,ORD,IL,Illinois,LAX,CA,California,1555,1559,4,1500-1559,18,1617,1800,7,1807,-23,1800-1859,0,,0,275,248,223,1,1744,,,,,,
1,UA,UA,DEN,CO,Colorado,MCO,FL,Florida,1605,1608,3,1600-1659,11,1619,2107,6,2113,-28,2100-2159,0,,0,216,185,168,1,1546,,,,,,
1,UA,UA,ORD,IL,Illinois,LAS,NV,Nevada,2128,2133,5,2100-2159,16,2149,2304,13,2317,-18,2300-2359,0,,0,247,224,195,1,1514,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,1845,1838,-7,1800-1859,12,1850,28,7,35,-15,0001-0559,0,,0,245,237,218,1,1744,,,,,,
1,UA,UA,LAS,NV,Nevada,ORD,IL,Illinois,2359,2356,-3,2300-2359,15,11,523,10,533,-2,0001-0559,0,,0,216,217,192,1,1514,,,,,,
1,UA,UA,ORD,IL,Illinois,LAX,CA,California,605,555,-10,0600-0659,18,613,755,38,833,-12,0800-0859,0,,0,280,278,222,1,1744,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,645,639,-6,0600-0659,12,651,1235,11,1246,-9,1200-1259,0,,0,250,247,224,1,1744,,,,,,
1,UA,UA,LAS,NV,Nevada,ORD,IL,Illinois,700,659,-1,0700-0759,15,714,1224,9,1233,-9,1200-1259,0,,0,222,214,190,1,1514,,,,,,
1,UA,UA,MIA,FL,Florida,DEN,CO,Colorado,955,947,-8,0900-0959,11,958,1210,7,1217,-14,1200-1259,0,,0,276,270,252,1,1709,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,830,827,-3,0800-0859,19,846,1420,13,1433,-12,1400-1459,0,,0,255,246,214,1,1744,,,,,,
1,UA,UA,MCO,FL,Florida,DEN,CO,Colorado,1245,1243,-2,1200-1259,12,1255,1439,10,1449,-1,1400-1459,0,,0,245,246,224,1,1546,,,,,,
1,UA,UA,DEN,CO,Colorado,MIA,FL,Florida,956,953,-3,0900-0959,21,1014,1530,12,1542,-10,1500-1559,0,,0,236,229,196,1,1709,,,,,,
1,UA,UA,LAS,NV,Nevada,ORD,IL,Illinois,1117,1110,-7,1100-1159,15,1125,1636,14,1650,-9,1600-1659,0,,0,222,220,191,1,1514,,,,,,
1,UA,UA,MCO,FL,Florida,DEN,CO,Colorado,1532,1527,-5,1500-1559,11,1538,1719,10,1729,-11,1700-1759,0,,0,248,242,221,1,1546,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,1240,1235,-5,1200-1259,16,1251,1834,8,1842,-13,1800-1859,0,,0,255,247,223,1,1744,,,,,,
1,UA,UA,MIA,FL,Florida,DEN,CO,Colorado,1536,1532,-4,1500-1559,12,1544,1752,9,1801,-9,1800-1859,0,,0,274,269,248,1,1709,,,,,,
1,UA,UA,MCO,FL,Florida,DEN,CO,Colorado,1655,1648,-7,1600-1659,14,1702,1836,10,1846,-14,1900-1959,0,,0,245,238,214,1,1546,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,1423,1419,-4,1400-1459,12,1431,2004,7,2011,-14,2000-2059,0,,0,242,232,213,1,1744,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,2359,2357,-2,2300-2359,33,30,554,13,607,12,0001-0559,0,,0,236,250,204,1,1744,,,,,,
1,UA,UA,MCO,FL,Florida,DEN,CO,Colorado,800,759,-1,0800-0859,18,817,958,10,1008,0,1000-1059,0,,0,248,249,221,1,1546,,,,,,
1,UA,UA,MCO,FL,Florida,DEN,CO,Colorado,1010,1008,-2,1000-1059,16,1024,1213,8,1221,3,1200-1259,0,,0,248,253,229,1,1546,,,,,,
1,UA,UA,LAX,CA,California,ORD,IL,Illinois,1025,1021,-4,1000-1059,22,1043,1623,11,1634,0,1600-1659,0,,0,249,253,220,1,1744,,,,,,
1,UA,UA,MIA,FL,Florida,DEN,CO,Colorado,745,759,14,0700-0759,16,815,1021,7,1028,7,1000-1059,0,,0,276,269,246,1,1709,,,,,,
1,UA,UA,DEN,CO,Colorado,MCO,FL,Florida,1804,1812,8,1800-1859,41,1853,2339,5,2344,4,2300-2359,0,,0,216,212,166,1,1546,,,,,,
1,UA,UA,LAX,CA,California,MCO,FL,Florida,1025,1014,-11,1000-1059,12,1026,1729,5,1734,-39,1800-1859,0,,0,288,260,243,1,2218,,,,,,
1,UA,UA,LAX,CA,California,MCO,FL,Florida,2307,2312,5,2300-2359,17,2329,633,12,645,-7,0600-0659,0,,0,285,273,244,1,2218,,,,,,
1,UA,UA,MCO,FL,Florida,LAX,CA,California,700,706,6,0700-0759,18,724,940,8,948,10,0900-0959,0,,0,338,342,316,1,2218,,,,,,
1,AA,AA,MIA,FL,Florida,JFK,NY,New York,1930,1926,-4,1900-1959,26,1952,2225,4,2229,-11,2200-2259,0,,0,190,183,153,1,1089,,,,,,
1,AA,AA,DFW,TX,Texas,LAX,CA,California,2100,2059,-1,2100-2159,21,2120,2203,23,2226,-4,2200-2259,0,,0,210,207,163,1,1235,,,,,,
1,AA,AA,MIA,FL,Florida,DFW,TX,Texas,2216,2216,0,2200-2259,13,2229,15,10,25,-12,0001-0559,0,,0,201,189,166,1,1121,,,,,,
1,AA,AA,ORD,IL,Illinois,MIA,FL,Florida,503,503,0,0001-0559,11,514,854,10,904,-5,0900-0959,0,,0,186,181,160,1,1197,,,,,,
1,AA,AA,DFW,TX,Texas,LAX,CA,California,930,930,0,0900-0959,14,944,1040,7,1047,-10,1000-1059,0,,0,207,197,176,1,1235,,,,,,
1,AA,AA,MIA,FL,Florida,JFK,NY,New York,828,830,2,0800-0859,17,847,1103,12,1115,-15,1100-1159,0,,0,182,165,136,1,1089,,,,,,
1,AA,AA,JFK,NY,New York,MIA,FL,Florida,900,901,1,0900-0959,23,924,1157,8,1205,-9,1200-1259,0,,0,194,184,153,1,1089,,,,,,
1,AA,AA,MIA,FL,Florida,ORD,IL,Illinois,1400,1403,3,1400-1459,24,1427,1616,10,1626,-1,1600-1659,0,,0,207,203,169,1,1197,,,,,,
1,AA,AA,DFW,TX,Texas,LAS,NV,Nevada,1852,1856,4,1800-1859,16,1912,1938,8,1946,-6,1900-1959,0,,0,180,170,146,1,1055,,,,,,
1,AA,AA,ORD,IL,Illinois,MIA,FL,Florida,1614,1614,0,1600-1659,11,1625,2000,9,2009,-11,2000-2059,0,,0,186,175,155,1,1197,,,,,,
1,AA,AA,MIA,FL,Florida,ORD,IL,Illinois,1927,1935,8,1900-1959,23,1958,2143,9,2152,-2,2100-2159,0,,0,207,197,165,1,1197,,,,,,
1,AA,AA,MIA,FL,Florida,DFW,TX,Texas,518,516,-2,0001-0559,16,532,720,20,740,6,0700-0759,0,,0,196,204,168,1,1121,,,,,,
1,AA,AA,LAS,NV,Nevada,DFW,TX,Texas,501,458,-3,0001-0559,11,509,917,33,950,8,0900-0959,0,,0,161,172,128,1,1055,,,,,,
1,AA,AA,LAX,CA,California,DFW,TX,Texas,1611,1610,-1,1600-1659,32,1642,2113,12,2125,11,2100-2159,0,,0,183,195,151,1,1235,,,,,,
1,AA,AA,ORD,IL,Illinois,MIA,FL,Florida,1854,1847,-7,1800-1859,44,1931,2257,6,2303,0,2300-2359,0,,0,189,196,146,1,1197,,,,,,
1,AA,AA,DFW,TX,Texas,LAS,NV,Nevada,2254,2247,-7,2200-2259,19,2306,2333,20,2353,0,2300-2359,0,,0,179,186,147,1,1055,,,,,,
1,AA,AA,MIA,FL,Florida,JFK,NY,New York,2105,2113,8,2100-2159,24,2137,9,7,16,5,0001-0559,0,,0,186,183,152,1,1089,,,,,,
1,AA,AA,MIA,FL,Florida,DFW,TX,Texas,611,617,6,0600-0659,13,630,817,16,833,3,0800-0859,0,,0,199,196,167,1,1121,,,,,,
1,AA,AA,MIA,FL,Florida,DFW,TX,Texas,1921,1921,0,1900-1959,25,1946,2132,14,2146,4,2100-2159,0,,0,201,205,166,1,1121,,,,,,
1,AA,AA,DFW,TX,Texas,JFK,NY,New York,854,849,-5,0800-0859,22,911,1300,8,1308,-21,1300-1359,0,,0,215,199,169,1,1391,,,,,,
1,AA,AA,DEN,CO,Colorado,CLT,NC,North Carolina,830,826,-4,0800-0859,15,841,1320,11,1331,-26,1300-1359,0,,0,207,185,159,1,1337,,,,,,
1,AA,AA,DEN,CO,Colorado,CLT,NC,North Carolina,1024,1016,-8,1000-1059,23,1039,1519,7,1526,-18,1500-1559,0,,0,200,190,160,1,1337,,,,,,
1,AA,AA,CLT,NC,North Carolina,DEN,CO,Colorado,1332,1329,-3,1300-1359,13,1342,1444,7,1451,-26,1500-1559,0,,0,225,202,182,1,1337,,,,,,
1,AA,AA,JFK,NY,New York,DFW,TX,Texas,1431,1430,-1,1400-1459,14,1444,1653,16,1709,-36,1700-1759,0,,0,254,219,189,1,1391,,,,,,
1,AA,AA,DFW,TX,Texas,JFK,NY,New York,1710,1708,-2,1700-1759,12,1720,2111,5,2116,-25,2100-2159,0,,0,211,188,171,1,1391,,,,,,
1,AA,AA,JFK,NY,New York,DFW,TX,Texas,801,802,1,0800-0859,19,821,1034,16,1050,-35,1100-1159,0,,0,264,228,193,1,1391,,,,,,
1,AA,AA,JFK,NY,New York,DFW,TX,Texas,1621,1626,5,1600-1659,20,1646,1851,18,1909,-26,1900-1959,0,,0,254,223,185,1,1391,,,,,,
1,AA,AA,DFW,TX,Texas,JFK,NY,New York,1221,1227,6,1200-1259,17,1244,1653,7,1700,1,1600-1659,0,,0,218,213,189,1,1391,,,,,,
1,AA,AA,DEN,CO,Colorado,CLT,NC,North Carolina,1610,1617,7,1600-1659,12,1629,2106,16,2122,2,2100-2159,0,,0,190,185,157,1,1337,,,,,,
1,AA,AA,LAX,CA,California,ORD,IL,Illinois,2359,2353,-6,2300-2359,19,12,542,9,551,-18,0600-0659,0,,0,250,238,210,1,1744,,,,,,
1,AA,AA,ORD,IL,Illinois,LAX,CA,California,650,642,-8,0600-0659,13,655,839,17,856,-26,0900-0959,0,,0,272,254,224,1,1744,,,,,,
1,AA,AA,ORD,IL,Illinois,LAX,CA,California,835,832,-3,0800-0859,10,842,1025,5,1030,-34,1100-1159,0,,0,269,238,223,1,1744,,,,,,
1,AA,AA,ORD,IL,Illinois,LAS,NV,Nevada,905,901,-4,0900-0959,14,915,1025,8,1033,-40,1100-1159,0,,0,248,212,190,1,1514,,,,,,
1,AA,AA,LAS,NV,Nevada,ORD,IL,Illinois,700,657,-3,0700-0759,15,712,1216,6,1222,-16,1200-1259,0,,0,218,205,184,1,1514,,,,,,
1,AA,AA,ORD,IL,Illinois,LAX,CA,California,955,950,-5,0900-0959,13,1003,1145,12,1157,-34,1200-1259,0,,0,276,247,222,1,1744,,,,,,
1,AA,AA,ORD,IL,Illinois,LAS,NV,Nevada,1045,1043,-2,1000-1059,20,1103,1217,6,1223,-27,1200-1259,0,,0,245,220,194,1,1514,,,,,,
1,AA,AA,ORD,IL,Illinois,LAX,CA,California,1240,1237,-3,1200-1259,11,1248,1433,6,1439,-34,1500-1559,0,,0,273,242,225,1,1744,,,,,,
1,AA,AA,ORD,IL,Illinois,LAX,CA,California,2030,2027,-3,2000-2059,10,2037,2216,11,2227,-43,2300-2359,0,,0,280,240,219,1,1744,,,,,,
1,AA,AA,MIA,FL,Florida,DEN,CO,Colorado,930,928,-2,0900-0959,15,943,1150,7,1157,-5,1200-1259,0,,0,272,269,247,1,1709,,,,,,
1,AA,AA,LAX,CA,California,ORD,IL,Illinois,1022,1017,-5,1000-1059,13,1030,1604,13,1617,-13,1600-1659,0,,0,248,240,214,1,1744,,,,,,
1,AA,AA,LAS,NV,Nevada,ORD,IL,Illinois,1200,1154,-6,1200-1259,16,1210,1721,11,1732,-7,1700-1759,0,,0,219,218,191,1,1514,,,,,,
1,AA,AA,LAS,NV,Nevada,ORD,IL,Illinois,1340,1336,-4,1300-1359,18,1354,1903,16,1919,-1,1900-1959,0,,0,220,223,189,1,1514,,,,,,
1,AA,AA,LAX,CA,California,ORD,IL,Illinois,1730,1727,-3,1700-1759,15,1742,2318,8,2326,-9,2300-2359,0,,0,245,239,216,1,1744,,,,,,
1,AA,AA,LAX,CA,California,ORD,IL,Illinois,1331,1333,2,1300-1359,9,1342,1921,14,1935,-3,1900-1959,0,,0,247,242,219,1,1744,,,,,,
1,AA,AA,LAS,NV,Nevada,CLT,NC,North Carolina,2358,2351,-7,2300-2359,11,2,644,5,649,-23,0700-0759,0,,0,254,238,222,1,1916,,,,,,
1,AA,AA,ATL,GA,Georgia,LAX,CA,California,1710,1706,-4,1700-1759,14,1720,1835,8,1843,-29,1900-1959,0,,0,302,277,255,1,1947,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAS,NV,Nevada,1829,1823,-6,1800-1859,15,1838,1953,6,1959,-29,2000-2059,0,,0,299,276,255,1,1916,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAS,NV,Nevada,2044,2042,-2,2000-2059,20,2102,2212,8,2220,-24,2200-2259,0,,0,300,278,250,1,1916,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAS,NV,Nevada,1502,1509,7,1500-1559,19,1528,1645,6,1651,-18,1700-1759,0,,0,307,282,257,1,1916,,,,,,
1,AA,AA,LAS,NV,Nevada,CLT,NC,North Carolina,2249,2246,-3,2200-2259,9,2255,542,5,547,-14,0600-0659,0,,0,252,241,227,1,1916,,,,,,
1,AA,AA,LAS,NV,Nevada,CLT,NC,North Carolina,800,755,-5,0800-0859,18,813,1451,8,1459,-14,1500-1559,0,,0,253,244,218,1,1916,,,,,,
1,AA,AA,LAS,NV,Nevada,CLT,NC,North Carolina,1013,1008,-5,1000-1059,20,1028,1710,12,1722,-3,1700-1759,0,,0,252,254,222,1,1916,,,,,,
1,AA,AA,LAX,CA,California,ATL,GA,Georgia,955,1001,6,0900-0959,17,1018,1659,4,1703,-1,1700-1759,0,,0,249,242,221,1,1947,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAS,NV,Nevada,1621,1629,8,1600-1659,31,1700,1819,5,1824,5,1800-1859,0,,0,298,295,259,1,1916,,,,,,
1,AA,AA,LAX,CA,California,MCO,FL,Florida,2132,2127,-5,2100-2159,13,2140,442,5,447,-21,0001-0559,0,,0,276,260,242,1,2218,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAX,CA,California,910,903,-7,0900-0959,15,918,1109,7,1116,-21,1100-1159,0,,0,327,313,291,1,2125,,,,,,
1,AA,AA,LAX,CA,California,CLT,NC,North Carolina,600,558,-2,0600-0659,17,615,1304,8,1312,-26,1300-1359,0,,0,278,254,229,1,2125,,,,,,
1,AA,AA,LAX,CA,California,CLT,NC,North Carolina,742,737,-5,0700-0759,13,750,1452,5,1457,-24,1500-1559,0,,0,279,260,242,1,2125,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAX,CA,California,1705,1659,-6,1700-1759,24,1723,1856,5,1901,-34,1900-1959,0,,0,330,302,273,1,2125,,,,,,
1,AA,AA,LAS,NV,Nevada,MIA,FL,Florida,2354,2356,2,2300-2359,13,9,658,11,709,-18,0700-0759,0,,0,273,253,229,1,2174,,,,,,
1,AA,AA,MIA,FL,Florida,LAS,NV,Nevada,849,844,-5,0800-0859,27,911,1105,10,1115,-10,1100-1159,0,,0,336,331,294,1,2174,,,,,,
1,AA,AA,CLT,NC,North Carolina,LAX,CA,California,1126,1124,-2,1100-1159,15,1139,1331,9,1340,-15,1300-1359,0,,0,329,316,292,1,2125,,,,,,
1,AA,AA,LAX,CA,California,CLT,NC,North Carolina,855,849,-6,0800-0859,21,910,1615,10,1625,-9,1600-1659,0,,0,279,276,245,1,2125,,,,,,
1,AA,AA,LAS,NV,Nevada,MIA,FL,Florida,1226,1223,-3,1200-1259,16,1239,1935,18,1953,-9,2000-2059,0,,0,276,270,236,1,2174,,,,,,
1,AA,AA,LAX,CA,California,MCO,FL,Florida,847,847,0,0800-0859,13,900,1614,11,1625,-5,1600-1659,0,,0,283,278,254,1,2218,,,,,,
1,AA,AA,MCO,FL,Florida,LAX,CA,California,1756,1749,-7,1700-1759,13,1802,1956,33,2029,2,2000-2059,0,,0,331,340,294,1,2218,,,,,,
1,AA,AA,LAX,CA,California,MIA,FL,Florida,2135,2133,-2,2100-2159,13,2146,502,7,509,-18,0001-0559,0,,0,292,276,256,1,2342,,,,,,
1,AA,AA,JFK,NY,New York,LAX,CA,California,1000,955,-5,1000-1059,17,1012,1220,23,1243,-50,1300-1359,0,,0,393,348,308,1,2475,,,,,,
1,AA,AA,LAX,CA,California,MIA,FL,Florida,2250,2252,2,2200-2259,25,2317,615,4,619,-23,0600-0659,0,,0,292,267,238,1,2342,,,,,,
1,AA,AA,LAX,CA,California,MIA,FL,Florida,2356,3,7,2300-2359,19,22,723,5,728,-22,0700-0759,0,,0,294,265,241,1,2342,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,1430,1424,-6,1400-1459,15,1439,2241,6,2247,-8,2200-2259,0,,0,325,323,302,1,2475,,,,,,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,800,759,-1,0800-0859,14,813,1043,8,1051,2,1000-1059,0,,0,349,352,330,1,2342,,,,,,
1,AA,AA,LAX,CA,California,MIA,FL,Florida,1121,1119,-2,1100-1159,29,1148,1858,17,1915,1,1900-1959,0,,0,293,296,250,1,2342,,,,,,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,2111,2123,12,2100-2159,25,2148,14,7,21,7,0001-0559,0,,0,363,358,326,1,2342,,,,,,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,905,906,1,0900-0959,17,923,1155,14,1209,10,1100-1159,0,,0,354,363,332,1,2342,,,,,,
1,AA,AA,MIA,FL,Florida,LAX,CA,California,1715,1727,12,1700-1759,27,1754,2008,9,2017,10,2000-2059,0,,0,352,350,314,1,2342,,,,,,
1,AA,AA,LAX,CA,California,MIA,FL,Florida,1358,1402,4,1300-1359,19,1421,2149,8,2157,8,2100-2159,0,,0,291,295,268,1,2342,,,,,,
1,AA,AA,LAX,CA,California,JFK,NY,New York,1530,1538,8,1500-1559,13,1551,2355,10,5,9,2300-2359,0,,0,326,327,304,1,2475,,,,,,
1,B6,B6,LAS,NV,Nevada,JFK,NY,New York,1719,1832,73,1700-1759,23,1855,224,8,232,78,0001-0559,0,,0,295,300,269,1,2248,73,0,5,0,0,
1,B6,B6,LAX,CA,California,JFK,NY,New York,730,720,-10,0700-0759,13,733,1546,8,1554,11,1500-1559,0,,0,313,334,313,1,2475,,,,,,
1,B6,B6,JFK,NY,New York,LAX,CA,California,930,945,15,0900-0959,14,959,1213,5,1218,-34,1200-1259,0,,0,382,333,314,1,2475,,,,,,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,1830,2128,178,1800-1859,17,2145,2358,5,3,151,2100-2159,0,,0,182,155,133,1,944,23,0,0,0,128,
1,B6,B6,LAX,CA,California,JFK,NY,New York,1110,1126,16,1100-1159,15,1141,1938,6,1944,11,1900-1959,0,,0,323,318,297,1,2475,,,,,,
1,B6,B6,JFK,NY,New York,ATL,GA,Georgia,900,906,6,0900-0959,23,929,1124,6,1130,-5,1100-1159,0,,0,155,144,115,1,760,,,,,,
1,B6,B6,ATL,GA,Georgia,JFK,NY,New York,1210,1211,1,1200-1259,14,1225,1402,9,1411,-14,1400-1459,0,,0,135,120,97,1,760,,,,,,
1,B6,B6,LAX,CA,California,JFK,NY,New York,1306,1305,-1,1300-1359,18,1323,2127,14,2141,12,2100-2159,0,,0,323,336,304,1,2475,,,,,,
1,B6,B6,JFK,NY,New York,LAX,CA,California,1459,1455,-4,1400-1459,20,1515,1724,4,1728,-41,1800-1859,0,,0,370,333,309,1,2475,,,,,,
1,B6,B6,LAX,CA,California,JFK,NY,New York,1402,1733,211,1400-1459,15,1748,140,4,144,196,2200-2259,0,,0,326,311,292,1,2475,196,0,0,0,0,
1,B6,B6,JFK,NY,New York,LAX,CA,California,730,722,-8,0700-0759,15,737,949,8,957,-56,1000-1059,0,,0,383,335,312,1,2475,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,1119,1623,304,1100-1159,15,1638,1842,7,1849,294,1300-1359,0,,0,156,146,124,1,944,162,0,0,0,132,
1,B6,B6,JFK,NY,New York,LAX,CA,California,1630,1629,-1,1600-1659,20,1649,1854,6,1900,-55,1900-1959,0,,0,385,331,305,1,2475,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,600,558,-2,0600-0659,24,622,820,6,826,-10,0800-0859,0,,0,156,148,118,1,944,,,,,,
1,B6,B6,LAS,NV,Nevada,LAX,CA,California,1358,1415,17,1300-1359,15,1430,1511,5,1516,-1,1500-1559,0,,0,79,61,41,1,236,,,,,,
1,B6,B6,LAX,CA,California,LAS,NV,Nevada,1152,1219,27,1100-1159,19,1238,1322,6,1328,17,1300-1359,0,,0,79,69,44,1,236,0,0,17,0,0,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,1530,1606,36,1500-1559,18,1624,1841,15,1856,20,1800-1859,0,,0,186,170,137,1,944,20,0,0,0,0,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,1918,1952,34,1900-1959,21,2013,2218,17,2235,36,2100-2159,0,,0,161,163,125,1,944,21,0,2,0,13,
1,B6,B6,ORD,IL,Illinois,JFK,NY,New York,1202,1148,-14,1200-1259,14,1202,1447,9,1456,-18,1500-1559,0,,0,132,128,105,1,740,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,1345,1346,1,1300-1359,22,1408,1611,16,1627,2,1600-1659,0,,0,160,161,123,1,944,,,,,,
1,B6,B6,JFK,NY,New York,LAX,CA,California,2130,2130,0,2100-2159,17,2147,2350,11,1,-66,0001-0559,0,,0,397,331,303,1,2475,,,,,,
1,B6,B6,LAX,CA,California,LAS,NV,Nevada,1903,1944,41,1900-1959,16,2000,2043,10,2053,36,2000-2059,0,,0,74,69,43,1,236,36,0,0,0,0,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,904,905,1,0900-0959,33,938,1158,11,1209,9,1200-1259,0,,0,176,184,140,1,944,,,,,,
1,B6,B6,JFK,NY,New York,ORD,IL,Illinois,930,924,-6,0900-0959,24,948,1037,10,1047,-33,1100-1159,0,,0,170,143,109,1,740,,,,,,
1,B6,B6,LAX,CA,California,JFK,NY,New York,1615,1625,10,1600-1659,13,1638,36,6,42,14,0001-0559,0,,0,313,317,298,1,2475,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,700,658,-2,0700-0759,22,720,922,5,927,-13,0900-0959,0,,0,160,149,122,1,944,,,,,,
1,B6,B6,JFK,NY,New York,LAS,NV,Nevada,1929,1951,22,1900-1959,25,2016,2158,16,2214,-9,2200-2259,0,,0,354,323,282,1,2248,,,,,,
1,B6,B6,LAS,NV,Nevada,LAX,CA,California,2102,2154,52,2100-2159,10,2204,2243,14,2257,39,2200-2259,0,,0,76,63,39,1,236,12,0,0,0,27,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,1729,1753,24,1700-1759,26,1819,2034,13,2047,9,2000-2059,0,,0,189,174,135,1,944,,,,,,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,1827,1849,22,1800-1859,21,1910,2114,4,2118,4,2100-2159,0,,0,167,149,124,1,944,,,,,,
1,B6,B6,ATL,GA,Georgia,JFK,NY,New York,1703,1718,15,1700-1759,30,1748,1931,7,1938,13,1900-1959,0,,0,142,140,103,1,760,,,,,,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,1300,1252,-8,1300-1359,16,1308,1530,11,1541,-22,1600-1659,0,,0,183,169,142,1,944,,,,,,
1,B6,B6,LAX,CA,California,JFK,NY,New York,939,956,17,0900-0959,20,1016,1812,9,1821,21,1800-1859,0,,0,321,325,296,1,2475,16,0,4,0,1,
1,B6,B6,MCO,FL,Florida,JFK,NY,New York,849,852,3,0800-0859,18,910,1111,12,1123,-7,1100-1159,0,,0,161,151,121,1,944,,,,,,
1,B6,B6,JFK,NY,New York,ATL,GA,Georgia,1350,1426,36,1300-1359,14,1440,1630,9,1639,12,1600-1659,0,,0,157,133,110,1,760,,,,,,
1,B6,B6,JFK,NY,New York,LAX,CA,California,2030,2028,-2,2000-2059,20,2048,2254,24,2318,-41,2300-2359,0,,0,389,350,306,1,2475,,,,,,
1,B6,B6,JFK,NY,New York,MCO,FL,Florida,1100,1311,131,1100-1159,14,1325,1547,14,1601,124,1300-1359,0,,0,177,170,142,1,944,124,0,0,0,0,
1,B6,B6,MIA,FL,Florida,JFK,NY,New York,2020,2101,41,2000-2059,18,2119,2353,6,2359,30,2300-2359,0,,0,189,178,154,1,1089,0,0,11,0,19,
1,B6,B6,JFK,NY,New York,MIA,FL,Florida,1559,1652,53,1500-1559,23,1715,1954,7,2001,49,1900-1959,0,,0,193,189,159,1,1089,20,0,0,0,29,
1,B6,B6,LAX,CA,California,JFK,NY,New York,2040,2035,-5,2000-2059,13,2048,446,7,453,-2,0001-0559,0,,0,315,318,298,1,2475,,,,,,
1,B6,B6,JFK,NY,New York,MIA,FL,Florida,2159,2213,14,2100-2159,17,2230,102,5,107,-3,0001-0559,0,,0,191,174,152,1,1089,,,,,,
1,B6,B6,JFK,NY,New York,LAX,CA,California,1144,1135,-9,1100-1159,17,1152,1358,6,1404,-61,1500-1559,0,,0,381,329,306,1,2475,,,,,,
