,DayofMonth,DayOfWeek,IATA_Code_Marketing_Airline,IATA_Code_Operating_Airline,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,DepDelay,DepDelayMinutes,DepTimeBlk,ArrDelay,ArrDelayMinutes,ArrTimeBlk,Cancelled,Distance
313687,19,5,DL,OO,EKO,NV,Nevada,SLC,UT,Utah,-8.0,0.0,0600-0659,-19.0,0.0,0800-0859,0.0,200.0
397698,11,4,UA,UA,GUM,TT,U.S. Pacific Trust Territories and Possessions,SPN,TT,U.S. Pacific Trust Territories and Possessions,-11.0,0.0,0800-0859,-10.0,0.0,0800-0859,0.0,129.0
242992,22,1,G4,G4,MYR,SC,South Carolina,SWF,NY,New York,-26.0,0.0,1500-1559,-35.0,0.0,1700-1759,0.0,601.0
359253,5,5,UA,OO,OTH,OR,Oregon,SFO,CA,California,0.0,0.0,1300-1359,-8.0,0.0,1500-1559,0.0,412.0
550933,13,6,AS,AS,ADK,AK,Alaska,ANC,AK,Alaska,31.0,31.0,1400-1459,36.0,36.0,1800-1859,0.0,1192.0
293677,11,4,NK,NK,LBE,PA,Pennsylvania,MCO,FL,Florida,-12.0,0.0,1300-1359,-24.0,0.0,1600-1659,0.0,823.0
338175,26,5,UA,OO,CNY,UT,Utah,DEN,CO,Colorado,-10.0,0.0,1800-1859,-20.0,0.0,1900-1959,0.0,283.0
453313,25,4,DL,9E,DTW,MI,Michigan,BGM,NY,New York,,,2100-2159,,,2200-2259,1.0,378.0
240536,7,7,G4,G4,TOL,OH,Ohio,AZA,AZ,Arizona,22.0,22.0,2000-2059,23.0,23.0,2200-2259,0.0,1625.0
242448,27,6,G4,G4,PGD,FL,Florida,IAG,NY,New York,-2.0,0.0,0700-0759,-21.0,0.0,1000-1059,0.0,1129.0
