,DayofMonth,DayOfWeek,IATA_Code_Marketing_Airline,IATA_Code_Operating_Airline,Operating_Airline ,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,DepDelay,DepDelayMinutes,DepTimeBlk,ArrDelay,ArrDelayMinutes,ArrTimeBlk,Cancelled,Distance
420631,6,6,UA,UA,UA,FLL,FL,Florida,DEN,CO,Colorado,-7.0,0.0,1200-1259,0.0,0.0,1400-1459,0.0,1703.0
309088,21,7,AA,OH,OH,LIT,AR,Arkansas,DFW,TX,Texas,22.0,22.0,1200-1259,10.0,10.0,1300-1359,0.0,304.0
453183,18,4,DL,9E,9E,ATL,GA,Georgia,BTR,LA,Louisiana,-5.0,0.0,1300-1359,-11.0,0.0,1400-1459,0.0,448.0
270318,5,5,AA,MQ,MQ,DFW,TX,Texas,XNA,AR,Arkansas,53.0,53.0,1200-1259,36.0,36.0,1300-1359,0.0,280.0
446216,3,3,DL,9E,9E,MSN,WI,Wisconsin,ATL,GA,Georgia,-2.0,0.0,0001-0559,-15.0,0.0,0800-0859,0.0,707.0
386348,28,7,UA,UA,UA,DEN,CO,Colorado,EUG,OR,Oregon,-1.0,0.0,1100-1159,-19.0,0.0,1300-1359,0.0,996.0
474615,4,4,AA,AA,AA,DFW,TX,Texas,ONT,CA,California,-1.0,0.0,1200-1259,-20.0,0.0,1300-1359,0.0,1188.0
413910,20,6,UA,UA,UA,DEN,CO,Colorado,JAC,WY,Wyoming,13.0,13.0,1200-1259,5.0,5.0,1300-1359,0.0,406.0
516242,8,1,AA,AA,AA,SJU,PR,Puerto Rico,DFW,TX,Texas,-7.0,0.0,0600-0659,47.0,47.0,0900-0959,0.0,2165.0
231866,25,4,F9,F9,F9,SAN,CA,California,DEN,CO,Colorado,-6.0,0.0,0600-0659,-8.0,0.0,0900-0959,0.0,853.0
269228,3,3,AA,MQ,MQ,CID,IA,Iowa,DFW,TX,Texas,0.0,0.0,1300-1359,-19.0,0.0,1500-1559,0.0,685.0
507107,30,2,AA,AA,AA,DFW,TX,Texas,AUS,TX,Texas,55.0,55.0,1700-1759,46.0,46.0,1800-1859,0.0,190.0
182758,14,7,DL,DL,DL,ATL,GA,Georgia,CLE,OH,Ohio,-1.0,0.0,0900-0959,-4.0,0.0,1000-1059,0.0,554.0
223,13,6,UA,YV,YV,IAD,VA,Virginia,DFW,TX,Texas,14.0,14.0,0800-0859,50.0,50.0,1100-1159,0.0,1172.0
87770,22,1,WN,WN,WN,HDN,CO,Colorado,DEN,CO,Colorado,-8.0,0.0,1200-1259,-34.0,0.0,1300-1359,0.0,141.0
237453,24,3,F9,F9,F9,PHX,AZ,Arizona,DEN,CO,Colorado,-7.0,0.0,2000-2059,-17.0,0.0,2200-2259,0.0,602.0
375781,16,2,UA,UA,UA,SEA,WA,Washington,DEN,CO,Colorado,,,1600-1659,,,2000-2059,1.0,1024.0
289418,14,7,NK,NK,NK,DTW,MI,Michigan,ATL,GA,Georgia,,,2100-2159,,,2300-2359,1.0,594.0
484233,16,2,AA,AA,AA,MIA,FL,Florida,ATL,GA,Georgia,35.0,35.0,1600-1659,58.0,58.0,1800-1859,0.0,594.0
385471,1,1,UA,UA,UA,DEN,CO,Colorado,LAS,NV,Nevada,-9.0,0.0,0700-0759,-19.0,0.0,0800-0859,0.0,628.0
333215,8,1,UA,OO,OO,DEN,CO,Colorado,EGE,CO,Colorado,-3.0,0.0,1900-1959,-8.0,0.0,1900-1959,0.0,120.0
509961,8,1,AA,AA,AA,DFW,TX,Texas,EYW,FL,Florida,123.0,123.0,1200-1259,137.0,137.0,1600-1659,0.0,1089.0
467617,11,4,AA,AA,AA,PHX,AZ,Arizona,DFW,TX,Texas,40.0,40.0,1100-1159,25.0,25.0,1400-1459,0.0,868.0
153157,27,6,DL,DL,DL,BZN,MT,Montana,ATL,GA,Georgia,-2.0,0.0,1400-1459,-10.0,0.0,2000-2059,0.0,1640.0
530658,31,3,AA,AA,AA,EUG,OR,Oregon,DFW,TX,Texas,122.0,122.0,0001-0559,131.0,131.0,1100-1159,0.0,1606.0
272565,31,3,AA,MQ,MQ,LRD,TX,Texas,DFW,TX,Texas,-10.0,0.0,1400-1459,-18.0,0.0,1500-1559,0.0,396.0
69614,4,4,WN,WN,WN,TPA,FL,Florida,DEN,CO,Colorado,12.0,12.0,0001-0559,-10.0,0.0,0800-0859,0.0,1506.0
409035,8,1,UA,UA,UA,DEN,CO,Colorado,PHX,AZ,Arizona,8.0,8.0,1100-1159,-16.0,0.0,1300-1359,0.0,602.0
43617,2,2,WN,WN,WN,IAD,VA,Virginia,DEN,CO,Colorado,-1.0,0.0,1800-1859,-23.0,0.0,2000-2059,0.0,1452.0
373168,29,1,UA,UA,UA,ATL,GA,Georgia,ORD,IL,Illinois,1.0,1.0,1800-1859,4.0,4.0,2000-2059,0.0,606.0
208780,13,6,DL,DL,DL,OMA,NE,Nebraska,ATL,GA,Georgia,42.0,42.0,1400-1459,69.0,69.0,1700-1759,0.0,821.0
311558,20,6,UA,OO,OO,MAF,TX,Texas,DEN,CO,Colorado,-8.0,0.0,0900-0959,-23.0,0.0,1000-1059,0.0,563.0
332276,6,6,UA,OO,OO,RKS,WY,Wyoming,DEN,CO,Colorado,-4.0,0.0,1200-1259,-27.0,0.0,1400-1459,0.0,260.0
165639,28,7,DL,DL,DL,ATL,GA,Georgia,EWR,NJ,New Jersey,-5.0,0.0,2000-2059,-10.0,0.0,2200-2259,0.0,746.0
281844,8,1,NK,NK,NK,ATL,GA,Georgia,FLL,FL,Florida,-3.0,0.0,2000-2059,-8.0,0.0,2200-2259,0.0,581.0
63455,28,7,WN,WN,WN,DEN,CO,Colorado,LAS,NV,Nevada,-6.0,0.0,0800-0859,-1.0,0.0,0900-0959,0.0,628.0
23853,17,3,WN,WN,WN,DEN,CO,Colorado,PDX,OR,Oregon,22.0,22.0,0800-0859,,,1000-1059,0.0,991.0
339550,28,7,UA,OO,OO,DDC,KS,Kansas,DEN,CO,Colorado,-1.0,0.0,1900-1959,-11.0,0.0,1900-1959,0.0,292.0
218599,26,5,DL,DL,DL,ATL,GA,Georgia,BUF,NY,New York,-3.0,0.0,2100-2159,-24.0,0.0,2300-2359,0.0,712.0
484443,21,7,AA,AA,AA,ATL,GA,Georgia,MIA,FL,Florida,-5.0,0.0,1400-1459,-21.0,0.0,1600-1659,0.0,594.0
507043,27,6,AA,AA,AA,DFW,TX,Texas,TPA,FL,Florida,18.0,18.0,1700-1759,25.0,25.0,2000-2059,0.0,929.0
339625,25,4,UA,OO,OO,DEN,CO,Colorado,GCC,WY,Wyoming,-9.0,0.0,1200-1259,-20.0,0.0,1300-1359,0.0,313.0
514302,26,5,AA,AA,AA,DFW,TX,Texas,HDN,CO,Colorado,-4.0,0.0,1200-1259,-7.0,0.0,1300-1359,0.0,769.0
198641,16,2,DL,DL,DL,DEN,CO,Colorado,JFK,NY,New York,26.0,26.0,0600-0659,14.0,14.0,1200-1259,0.0,1626.0
489749,11,4,AA,AA,AA,DFW,TX,Texas,MCI,MO,Missouri,-7.0,0.0,0700-0759,-17.0,0.0,0800-0859,0.0,460.0
317607,21,7,AA,OO,OO,TYR,TX,Texas,DFW,TX,Texas,-2.0,0.0,0600-0659,-13.0,0.0,0700-0759,0.0,102.0
55334,19,5,WN,WN,WN,MTJ,CO,Colorado,DEN,CO,Colorado,147.0,147.0,1100-1159,137.0,137.0,1200-1259,0.0,196.0
525219,18,4,AA,AA,AA,OKC,OK,Oklahoma,DFW,TX,Texas,-11.0,0.0,0600-0659,-18.0,0.0,0700-0759,0.0,175.0
437616,15,1,DL,9E,9E,AGS,GA,Georgia,ATL,GA,Georgia,3.0,3.0,0700-0759,-13.0,0.0,0800-0859,0.0,143.0
443499,16,2,DL,9E,9E,ATL,GA,Georgia,GTR,MS,Mississippi,,,2100-2159,,,2100-2159,1.0,241.0
91513,29,1,WN,WN,WN,MKE,WI,Wisconsin,DEN,CO,Colorado,-8.0,0.0,1600-1659,-31.0,0.0,1800-1859,0.0,896.0
324308,12,5,UA,OO,OO,DEN,CO,Colorado,LBF,NE,Nebraska,31.0,31.0,1600-1659,21.0,21.0,1800-1859,0.0,228.0
201318,12,5,DL,DL,DL,ATL,GA,Georgia,HOU,TX,Texas,-3.0,0.0,2100-2159,-6.0,0.0,2300-2359,0.0,696.0
380282,14,7,UA,UA,UA,SAT,TX,Texas,DEN,CO,Colorado,340.0,340.0,1300-1359,324.0,324.0,1400-1459,0.0,794.0
399862,24,3,UA,UA,UA,LIH,HI,Hawaii,DEN,CO,Colorado,73.0,73.0,2000-2059,59.0,59.0,0600-0659,0.0,3414.0
526248,16,2,AA,AA,AA,DFW,TX,Texas,BOS,MA,Massachusetts,16.0,16.0,1700-1759,7.0,7.0,2200-2259,0.0,1562.0
257283,8,1,AA,MQ,MQ,DFW,TX,Texas,BPT,TX,Texas,98.0,98.0,1200-1259,88.0,88.0,1300-1359,0.0,270.0
205759,31,3,DL,DL,DL,SAV,GA,Georgia,ATL,GA,Georgia,-4.0,0.0,1200-1259,-18.0,0.0,1300-1359,0.0,214.0
337192,26,5,UA,OO,OO,DEN,CO,Colorado,SLC,UT,Utah,-4.0,0.0,1700-1759,-23.0,0.0,1900-1959,0.0,391.0
201279,6,6,DL,DL,DL,BUF,NY,New York,ATL,GA,Georgia,19.0,19.0,1800-1859,42.0,42.0,2100-2159,0.0,712.0
87414,22,1,WN,WN,WN,DEN,CO,Colorado,BOS,MA,Massachusetts,35.0,35.0,1700-1759,14.0,14.0,2300-2359,0.0,1754.0
262401,12,5,AA,MQ,MQ,DFW,TX,Texas,FAR,ND,North Dakota,84.0,84.0,1000-1059,60.0,60.0,1300-1359,0.0,968.0
378269,15,1,UA,UA,UA,BNA,TN,Tennessee,DEN,CO,Colorado,,,1700-1759,,,1900-1959,1.0,1014.0
70827,5,5,WN,WN,WN,DEN,CO,Colorado,BUR,CA,California,35.0,35.0,2000-2059,24.0,24.0,2100-2159,0.0,850.0
159369,4,4,DL,DL,DL,MIA,FL,Florida,ATL,GA,Georgia,-6.0,0.0,0600-0659,-13.0,0.0,0800-0859,0.0,594.0
447439,12,5,DL,9E,9E,ATL,GA,Georgia,BTR,LA,Louisiana,28.0,28.0,1500-1559,31.0,31.0,1600-1659,0.0,448.0
390011,26,5,UA,UA,UA,DFW,TX,Texas,IAD,VA,Virginia,-1.0,0.0,1200-1259,6.0,6.0,1500-1559,0.0,1172.0
92957,30,2,WN,WN,WN,ATL,GA,Georgia,STL,MO,Missouri,-6.0,0.0,1900-1959,-19.0,0.0,2000-2059,0.0,484.0
320374,25,4,UA,OO,OO,EGE,CO,Colorado,DEN,CO,Colorado,-7.0,0.0,1100-1159,-17.0,0.0,1200-1259,0.0,120.0
222076,12,5,DL,DL,DL,ATL,GA,Georgia,MSY,LA,Louisiana,-3.0,0.0,2000-2059,1.0,1.0,2000-2059,0.0,425.0
167136,31,3,DL,DL,DL,BWI,MD,Maryland,ATL,GA,Georgia,-8.0,0.0,0700-0759,-34.0,0.0,0900-0959,0.0,577.0
297916,13,6,AA,OH,OH,CLT,NC,North Carolina,ATL,GA,Georgia,-5.0,0.0,0700-0759,-4.0,0.0,0800-0859,0.0,226.0
224371,10,3,F9,F9,F9,PHL,PA,Pennsylvania,ATL,GA,Georgia,157.0,157.0,1800-1859,137.0,137.0,2100-2159,0.0,666.0
180593,30,2,DL,DL,DL,ATL,GA,Georgia,BOS,MA,Massachusetts,-3.0,0.0,2000-2059,-13.0,0.0,2300-2359,0.0,946.0
26394,18,4,WN,WN,WN,ATL,GA,Georgia,STL,MO,Missouri,-5.0,0.0,1200-1259,-11.0,0.0,1200-1259,0.0,484.0
383707,2,2,UA,UA,UA,ABQ,NM,New Mexico,DEN,CO,Colorado,-4.0,0.0,1300-1359,-20.0,0.0,1500-1559,0.0,349.0
318954,28,7,AA,OO,OO,ASE,CO,Colorado,DFW,TX,Texas,14.0,14.0,1200-1259,10.0,10.0,1500-1559,0.0,701.0
100018,7,7,WN,WN,WN,ATL,GA,Georgia,HOU,TX,Texas,-2.0,0.0,0700-0759,6.0,6.0,0800-0859,0.0,696.0
313969,19,5,DL,OO,OO,BQK,GA,Georgia,ATL,GA,Georgia,39.0,39.0,1300-1359,38.0,38.0,1400-1459,0.0,238.0
219911,21,7,DL,DL,DL,ATL,GA,Georgia,JFK,NY,New York,15.0,15.0,1900-1959,-6.0,0.0,2200-2259,0.0,760.0
494269,28,7,AA,AA,AA,SFO,CA,California,DFW,TX,Texas,3.0,3.0,1000-1059,-12.0,0.0,1500-1559,0.0,1464.0
151421,23,2,DL,DL,DL,ATL,GA,Georgia,BOS,MA,Massachusetts,-3.0,0.0,1200-1259,-26.0,0.0,1500-1559,0.0,946.0
426453,3,3,UA,UA,UA,IAH,TX,Texas,DEN,CO,Colorado,5.0,5.0,0001-0559,-9.0,0.0,0600-0659,0.0,862.0
391718,25,4,UA,UA,UA,DEN,CO,Colorado,MSO,MT,Montana,1.0,1.0,1100-1159,-14.0,0.0,1300-1359,0.0,679.0
524983,16,2,AA,AA,AA,OMA,NE,Nebraska,DFW,TX,Texas,16.0,16.0,1100-1159,10.0,10.0,1300-1359,0.0,583.0
522254,4,4,AA,AA,AA,DFW,TX,Texas,GSP,SC,South Carolina,-4.0,0.0,1200-1259,-4.0,0.0,1500-1559,0.0,862.0
189894,10,3,DL,DL,DL,ATL,GA,Georgia,ILM,NC,North Carolina,-2.0,0.0,1500-1559,-10.0,0.0,1600-1659,0.0,377.0
446632,30,2,DL,9E,9E,LEX,KY,Kentucky,ATL,GA,Georgia,-7.0,0.0,1200-1259,-19.0,0.0,1300-1359,0.0,304.0
460493,7,7,AA,AA,AA,BZN,MT,Montana,DFW,TX,Texas,-2.0,0.0,1100-1159,51.0,51.0,1500-1559,0.0,1163.0
481054,14,7,AA,AA,AA,BOI,ID,Idaho,DFW,TX,Texas,4.0,4.0,0600-0659,56.0,56.0,1000-1059,0.0,1272.0
173948,20,6,DL,DL,DL,SAN,CA,California,ATL,GA,Georgia,36.0,36.0,2200-2259,24.0,24.0,0001-0559,0.0,1892.0
344122,2,2,UA,OO,OO,DEN,CO,Colorado,GTF,MT,Montana,0.0,0.0,1100-1159,-12.0,0.0,1300-1359,0.0,623.0
509925,31,3,AA,AA,AA,DFW,TX,Texas,COS,CO,Colorado,-7.0,0.0,0800-0859,1.0,1.0,0900-0959,0.0,592.0
269659,1,1,AA,MQ,MQ,DFW,TX,Texas,SDF,KY,Kentucky,-4.0,0.0,1600-1659,0.0,0.0,1900-1959,0.0,733.0
318246,22,1,DL,OO,OO,CRW,WV,West Virginia,ATL,GA,Georgia,0.0,0.0,1600-1659,-10.0,0.0,1800-1859,0.0,363.0
475176,18,4,AA,AA,AA,SNA,CA,California,DFW,TX,Texas,-4.0,0.0,1600-1659,1.0,1.0,2100-2159,0.0,1205.0
104173,8,1,WN,WN,WN,ATL,GA,Georgia,RIC,VA,Virginia,-2.0,0.0,1000-1059,-22.0,0.0,1200-1259,0.0,481.0
101287,7,7,WN,WN,WN,DEN,CO,Colorado,SJC,CA,California,68.0,68.0,2100-2159,50.0,50.0,2200-2259,0.0,948.0
325848,19,5,UA,OO,OO,DEN,CO,Colorado,RAP,SD,South Dakota,-2.0,0.0,2000-2059,-4.0,0.0,2100-2159,0.0,300.0
259626,2,2,AA,MQ,MQ,DFW,TX,Texas,SGF,MO,Missouri,-4.0,0.0,0800-0859,-17.0,0.0,1000-1059,0.0,364.0
524297,15,1,AA,AA,AA,DFW,TX,Texas,BNA,TN,Tennessee,,,1600-1659,,,1800-1859,1.0,631.0
74700,6,6,WN,WN,WN,DEN,CO,Colorado,ABQ,NM,New Mexico,6.0,6.0,1400-1459,-6.0,0.0,1500-1559,0.0,349.0
505483,18,4,AA,AA,AA,DFW,TX,Texas,LGA,NY,New York,-6.0,0.0,0600-0659,-19.0,0.0,1000-1059,0.0,1389.0
73144,5,5,WN,WN,WN,SAN,CA,California,DEN,CO,Colorado,-6.0,0.0,1100-1159,-21.0,0.0,1400-1459,0.0,853.0
525151,12,5,AA,AA,AA,OMA,NE,Nebraska,DFW,TX,Texas,130.0,130.0,1900-1959,157.0,157.0,2100-2159,0.0,583.0
449424,28,7,DL,9E,9E,ATL,GA,Georgia,VLD,GA,Georgia,-2.0,0.0,1200-1259,-10.0,0.0,1300-1359,0.0,208.0
448389,30,2,DL,9E,9E,ATL,GA,Georgia,CHO,VA,Virginia,-4.0,0.0,1500-1559,-2.0,0.0,1600-1659,0.0,457.0
346357,11,4,UA,OO,OO,DEN,CO,Colorado,PSP,CA,California,-7.0,0.0,1600-1659,-19.0,0.0,1700-1759,0.0,776.0
411574,7,7,UA,UA,UA,DEN,CO,Colorado,IND,IN,Indiana,,,1700-1759,,,2200-2259,1.0,977.0
27289,18,4,WN,WN,WN,DEN,CO,Colorado,CLE,OH,Ohio,0.0,0.0,1300-1359,-9.0,0.0,1700-1759,0.0,1201.0
322582,23,2,UA,OO,OO,FSD,SD,South Dakota,DEN,CO,Colorado,-3.0,0.0,0600-0659,-29.0,0.0,0600-0659,0.0,483.0
525699,12,5,AA,AA,AA,ORF,VA,Virginia,DFW,TX,Texas,898.0,898.0,1900-1959,915.0,915.0,2100-2159,0.0,1212.0
201657,3,3,DL,DL,DL,SRQ,FL,Florida,ATL,GA,Georgia,-1.0,0.0,1500-1559,1.0,1.0,1700-1759,0.0,444.0
164963,24,3,DL,DL,DL,PIT,PA,Pennsylvania,ATL,GA,Georgia,16.0,16.0,1800-1859,19.0,19.0,1900-1959,0.0,526.0
298620,19,5,AA,OH,OH,BTR,LA,Louisiana,DFW,TX,Texas,-8.0,0.0,1400-1459,32.0,32.0,1600-1659,0.0,383.0
339328,21,7,UA,OO,OO,ASE,CO,Colorado,DEN,CO,Colorado,-8.0,0.0,1600-1659,-24.0,0.0,1700-1759,0.0,125.0
527780,11,4,AA,AA,AA,DFW,TX,Texas,RNO,NV,Nevada,73.0,73.0,0800-0859,82.0,82.0,0900-0959,0.0,1345.0
321910,23,2,UA,OO,OO,DEN,CO,Colorado,BFL,CA,California,-4.0,0.0,1900-1959,-18.0,0.0,2100-2159,0.0,845.0
107747,15,1,WN,WN,WN,DEN,CO,Colorado,MSY,LA,Louisiana,20.0,20.0,0600-0659,22.0,22.0,1000-1059,0.0,1062.0
495218,22,1,AA,AA,AA,SJC,CA,California,DFW,TX,Texas,2.0,2.0,1400-1459,5.0,5.0,1900-1959,0.0,1438.0
385615,1,1,UA,UA,UA,BIL,MT,Montana,DEN,CO,Colorado,15.0,15.0,1400-1459,24.0,24.0,1600-1659,0.0,455.0
195001,27,6,DL,DL,DL,ATL,GA,Georgia,TUS,AZ,Arizona,-3.0,0.0,1000-1059,-18.0,0.0,1200-1259,0.0,1541.0
273375,7,7,AA,MQ,MQ,DFW,TX,Texas,LIT,AR,Arkansas,-4.0,0.0,1600-1659,-15.0,0.0,1700-1759,0.0,304.0
16545,8,1,WN,WN,WN,SNA,CA,California,DEN,CO,Colorado,7.0,7.0,1000-1059,7.0,7.0,1300-1359,0.0,846.0
261383,19,5,AA,MQ,MQ,DFW,TX,Texas,MEM,TN,Tennessee,-7.0,0.0,2200-2259,-19.0,0.0,0001-0559,0.0,431.0
218772,18,4,DL,DL,DL,ATL,GA,Georgia,EWR,NJ,New Jersey,-1.0,0.0,1600-1659,-10.0,0.0,1800-1859,0.0,746.0
458464,9,2,AA,AA,AA,DFW,TX,Texas,PHL,PA,Pennsylvania,92.0,92.0,0001-0559,97.0,97.0,0900-0959,0.0,1303.0
380200,14,7,UA,UA,UA,SJC,CA,California,DEN,CO,Colorado,-3.0,0.0,0800-0859,14.0,14.0,1200-1259,0.0,948.0
486014,20,6,AA,AA,AA,SEA,WA,Washington,DFW,TX,Texas,-2.0,0.0,1300-1359,27.0,27.0,1900-1959,0.0,1660.0
385580,1,1,UA,UA,UA,CLE,OH,Ohio,DEN,CO,Colorado,-1.0,0.0,1000-1059,-22.0,0.0,1200-1259,0.0,1201.0
443081,3,3,DL,9E,9E,LFT,LA,Louisiana,ATL,GA,Georgia,34.0,34.0,1300-1359,27.0,27.0,1600-1659,0.0,503.0
319623,16,2,DL,OO,OO,ATL,GA,Georgia,AGS,GA,Georgia,26.0,26.0,2200-2259,20.0,20.0,2300-2359,0.0,143.0
316420,17,3,AA,OO,OO,DFW,TX,Texas,SAF,NM,New Mexico,-3.0,0.0,1900-1959,23.0,23.0,2000-2059,0.0,551.0
366560,12,5,AA,OO,OO,DFW,TX,Texas,SPS,TX,Texas,91.0,91.0,1200-1259,77.0,77.0,1400-1459,0.0,113.0
506271,31,3,AA,AA,AA,CAE,SC,South Carolina,DFW,TX,Texas,-7.0,0.0,0001-0559,-14.0,0.0,0700-0759,0.0,922.0
444786,28,7,DL,9E,9E,SHV,LA,Louisiana,ATL,GA,Georgia,-10.0,0.0,0600-0659,-9.0,0.0,0800-0859,0.0,551.0
459938,23,2,AA,AA,AA,DFW,TX,Texas,PHX,AZ,Arizona,-1.0,0.0,0700-0759,-22.0,0.0,0800-0859,0.0,868.0
237201,7,7,F9,F9,F9,DFW,TX,Texas,DEN,CO,Colorado,27.0,27.0,2300-2359,28.0,28.0,0001-0559,0.0,641.0
372232,29,1,UA,UA,UA,DEN,CO,Colorado,SAN,CA,California,0.0,0.0,1300-1359,-24.0,0.0,1500-1559,0.0,853.0
352801,4,4,AA,OO,OO,DFW,TX,Texas,ACT,TX,Texas,-7.0,0.0,1600-1659,-20.0,0.0,1700-1759,0.0,89.0
74806,6,6,WN,WN,WN,DEN,CO,Colorado,MCO,FL,Florida,-6.0,0.0,0700-0759,-14.0,0.0,1300-1359,0.0,1546.0
81188,14,7,WN,WN,WN,DEN,CO,Colorado,SBA,CA,California,,,1400-1459,,,1500-1559,1.0,916.0
260381,7,7,AA,MQ,MQ,XNA,AR,Arkansas,DFW,TX,Texas,21.0,21.0,0600-0659,60.0,60.0,0700-0759,0.0,280.0
384704,1,1,UA,UA,UA,DEN,CO,Colorado,SFO,CA,California,-2.0,0.0,1100-1159,-27.0,0.0,1300-1359,0.0,967.0
400953,23,2,UA,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,42.0,42.0,1600-1659,30.0,30.0,1700-1759,0.0,888.0
491674,6,6,AA,AA,AA,DFW,TX,Texas,MFE,TX,Texas,17.0,17.0,1000-1059,20.0,20.0,1100-1159,0.0,469.0
465931,31,3,AA,AA,AA,MIA,FL,Florida,DEN,CO,Colorado,16.0,16.0,2100-2159,13.0,13.0,2300-2359,0.0,1709.0
