,DayofMonth,DayOfWeek,IATA_Code_Marketing_Airline,IATA_Code_Operating_Airline,Operating_Airline ,Origin,OriginState,OriginStateName,Dest,DestState,DestStateName,DepDelay,DepDelayMinutes,DepTimeBlk,ArrDelay,ArrDelayMinutes,ArrTimeBlk,Cancelled,Distance
330970,28,7,AA,OO,OO,GCK,KS,Kansas,DFW,TX,Texas,-3.0,0.0,0001-0559,0.0,0.0,0700-0759,0.0,404.0
501883,24,3,AA,AA,AA,DFW,TX,Texas,XNA,AR,Arkansas,43.0,43.0,2100-2159,,,2200-2259,0.0,280.0
223828,28,7,DL,DL,DL,ATL,GA,Georgia,TPA,FL,Florida,0.0,0.0,1600-1659,1.0,1.0,1700-1759,0.0,406.0
117765,24,3,WN,WN,WN,GEG,WA,Washington,DEN,CO,Colorado,-3.0,0.0,1500-1559,-4.0,0.0,1800-1859,0.0,836.0
50440,12,5,WN,WN,WN,ATL,GA,Georgia,MEM,TN,Tennessee,73.0,73.0,1800-1859,72.0,72.0,1900-1959,0.0,332.0
168932,11,4,DL,DL,DL,BWI,MD,Maryland,ATL,GA,Georgia,-3.0,0.0,1800-1859,-7.0,0.0,2000-2059,0.0,577.0
43022,2,2,WN,WN,WN,DEN,CO,Colorado,BZN,MT,Montana,23.0,23.0,0800-0859,18.0,18.0,1000-1059,0.0,524.0
426824,3,3,UA,UA,UA,DEN,CO,Colorado,SYR,NY,New York,4.0,4.0,1700-1759,0.0,0.0,2300-2359,0.0,1492.0
428531,29,1,UA,C5,C5,COS,CO,Colorado,DEN,CO,Colorado,-9.0,0.0,1000-1059,-26.0,0.0,1100-1159,0.0,73.0
168422,19,5,DL,DL,DL,ATL,GA,Georgia,JAX,FL,Florida,-5.0,0.0,1600-1659,-13.0,0.0,1700-1759,0.0,270.0
219006,25,4,DL,DL,DL,ATL,GA,Georgia,FLL,FL,Florida,70.0,70.0,0900-0959,84.0,84.0,1100-1159,0.0,581.0
121152,25,4,WN,WN,WN,DEN,CO,Colorado,OAK,CA,California,-6.0,0.0,1000-1059,-22.0,0.0,1100-1159,0.0,957.0
373717,29,1,UA,UA,UA,ATL,GA,Georgia,DEN,CO,Colorado,-11.0,0.0,1600-1659,-21.0,0.0,1700-1759,0.0,1199.0
396885,11,4,UA,UA,UA,EWR,NJ,New Jersey,ATL,GA,Georgia,-1.0,0.0,1600-1659,4.0,4.0,1900-1959,0.0,746.0
168343,18,4,DL,DL,DL,ATL,GA,Georgia,SDF,KY,Kentucky,39.0,39.0,2200-2259,46.0,46.0,2300-2359,0.0,321.0
336364,23,2,UA,OO,OO,DEN,CO,Colorado,MOT,ND,North Dakota,-4.0,0.0,1100-1159,-13.0,0.0,1400-1459,0.0,604.0
324016,8,1,UA,OO,OO,JMS,ND,North Dakota,DEN,CO,Colorado,-10.0,0.0,1300-1359,-19.0,0.0,1400-1459,0.0,573.0
361604,10,3,DL,OO,OO,MGM,AL,Alabama,ATL,GA,Georgia,-5.0,0.0,0600-0659,-20.0,0.0,0800-0859,0.0,147.0
104578,8,1,WN,WN,WN,BWI,MD,Maryland,DEN,CO,Colorado,7.0,7.0,0800-0859,6.0,6.0,1000-1059,0.0,1491.0
168292,4,4,DL,DL,DL,DEN,CO,Colorado,MSP,MN,Minnesota,-6.0,0.0,1400-1459,-24.0,0.0,1700-1759,0.0,680.0
57877,20,6,WN,WN,WN,IND,IN,Indiana,DEN,CO,Colorado,-1.0,0.0,0800-0859,-15.0,0.0,0900-0959,0.0,977.0
335071,17,3,UA,OO,OO,DEN,CO,Colorado,COS,CO,Colorado,8.0,8.0,2100-2159,-5.0,0.0,2200-2259,0.0,73.0
202118,19,5,DL,DL,DL,ATL,GA,Georgia,MSP,MN,Minnesota,-12.0,0.0,0600-0659,-22.0,0.0,0800-0859,0.0,907.0
473643,27,6,AA,AA,AA,DFW,TX,Texas,ORF,VA,Virginia,28.0,28.0,1900-1959,30.0,30.0,2300-2359,0.0,1212.0
172421,3,3,DL,DL,DL,ATL,GA,Georgia,MDW,IL,Illinois,-2.0,0.0,1200-1259,-13.0,0.0,1300-1359,0.0,591.0
480462,1,1,AA,AA,AA,MFE,TX,Texas,DFW,TX,Texas,-3.0,0.0,0700-0759,-3.0,0.0,0800-0859,0.0,469.0
155439,20,6,DL,DL,DL,LGA,NY,New York,DEN,CO,Colorado,27.0,27.0,0700-0759,-7.0,0.0,1000-1059,0.0,1620.0
73374,5,5,WN,WN,WN,SJC,CA,California,DEN,CO,Colorado,-6.0,0.0,1700-1759,-16.0,0.0,2000-2059,0.0,948.0
659,13,6,UA,C5,C5,DEN,CO,Colorado,LIT,AR,Arkansas,262.0,262.0,1300-1359,240.0,240.0,1600-1659,0.0,771.0
122628,31,3,WN,WN,WN,TPA,FL,Florida,DEN,CO,Colorado,-3.0,0.0,0600-0659,-25.0,0.0,0800-0859,0.0,1506.0
37710,1,1,WN,WN,WN,ATL,GA,Georgia,DAL,TX,Texas,9.0,9.0,2000-2059,-6.0,0.0,2100-2159,0.0,721.0
213561,17,3,DL,DL,DL,PBI,FL,Florida,ATL,GA,Georgia,-4.0,0.0,0700-0759,-10.0,0.0,0800-0859,0.0,545.0
224071,1,1,F9,F9,F9,DEN,CO,Colorado,MSP,MN,Minnesota,0.0,0.0,1000-1059,-7.0,0.0,1300-1359,0.0,680.0
437900,18,4,DL,9E,9E,ATL,GA,Georgia,EVV,IN,Indiana,-2.0,0.0,1500-1559,-13.0,0.0,1500-1559,0.0,350.0
222751,11,4,DL,DL,DL,MCI,MO,Missouri,ATL,GA,Georgia,-1.0,0.0,1000-1059,-17.0,0.0,1300-1359,0.0,692.0
256831,28,7,AA,MQ,MQ,DFW,TX,Texas,SGF,MO,Missouri,-4.0,0.0,1400-1459,-10.0,0.0,1500-1559,0.0,364.0
13677,4,4,WN,WN,WN,DEN,CO,Colorado,LGA,NY,New York,63.0,63.0,1100-1159,48.0,48.0,1600-1659,0.0,1620.0
218940,16,2,DL,DL,DL,ATL,GA,Georgia,FLL,FL,Florida,14.0,14.0,1500-1559,15.0,15.0,1700-1759,0.0,581.0
266398,25,4,AA,MQ,MQ,CHA,TN,Tennessee,DFW,TX,Texas,11.0,11.0,2000-2059,9.0,9.0,2100-2159,0.0,695.0
391720,25,4,UA,UA,UA,FLL,FL,Florida,DEN,CO,Colorado,-3.0,0.0,0700-0759,-26.0,0.0,1000-1059,0.0,1703.0
198655,30,2,DL,DL,DL,DEN,CO,Colorado,JFK,NY,New York,-5.0,0.0,0600-0659,-16.0,0.0,1200-1259,0.0,1626.0
195299,9,2,DL,DL,DL,SFO,CA,California,ATL,GA,Georgia,5.0,5.0,2100-2159,-12.0,0.0,0001-0559,0.0,2139.0
439739,3,3,DL,9E,9E,ATL,GA,Georgia,MOB,AL,Alabama,-3.0,0.0,0900-0959,-17.0,0.0,0900-0959,0.0,302.0
256396,15,1,AA,MQ,MQ,MHK,KS,Kansas,DFW,TX,Texas,-7.0,0.0,0001-0559,3.0,3.0,0700-0759,0.0,431.0
511215,1,1,AA,AA,AA,PBI,FL,Florida,DFW,TX,Texas,-3.0,0.0,1500-1559,5.0,5.0,1700-1759,0.0,1102.0
262807,23,2,AA,MQ,MQ,DFW,TX,Texas,LBB,TX,Texas,-6.0,0.0,1200-1259,-11.0,0.0,1400-1459,0.0,282.0
397267,11,4,UA,UA,UA,PHX,AZ,Arizona,DEN,CO,Colorado,-5.0,0.0,0800-0859,-5.0,0.0,1000-1059,0.0,602.0
484431,9,2,AA,AA,AA,ATL,GA,Georgia,MIA,FL,Florida,10.0,10.0,1400-1459,115.0,115.0,1600-1659,0.0,594.0
522827,23,2,AA,AA,AA,DFW,TX,Texas,CMH,OH,Ohio,20.0,20.0,1300-1359,16.0,16.0,1700-1759,0.0,926.0
169362,17,3,DL,DL,DL,PVD,RI,Rhode Island,ATL,GA,Georgia,25.0,25.0,1800-1859,4.0,4.0,2100-2159,0.0,903.0
508366,28,7,AA,AA,AA,DFW,TX,Texas,FAT,CA,California,-6.0,0.0,1000-1059,-39.0,0.0,1100-1159,0.0,1313.0
67245,29,1,WN,WN,WN,DEN,CO,Colorado,ATL,GA,Georgia,-3.0,0.0,0001-0559,-22.0,0.0,1000-1059,0.0,1199.0
491135,18,4,AA,AA,AA,DFW,TX,Texas,MCO,FL,Florida,-2.0,0.0,1000-1059,-17.0,0.0,1400-1459,0.0,985.0
255200,20,6,AA,MQ,MQ,MSO,MT,Montana,DFW,TX,Texas,-8.0,0.0,1300-1359,-2.0,0.0,1700-1759,0.0,1320.0
258342,21,7,AA,MQ,MQ,DFW,TX,Texas,HRL,TX,Texas,-5.0,0.0,0800-0859,-17.0,0.0,1000-1059,0.0,461.0
55650,19,5,WN,WN,WN,PHX,AZ,Arizona,DEN,CO,Colorado,-6.0,0.0,1800-1859,-19.0,0.0,2000-2059,0.0,602.0
439103,9,2,DL,9E,9E,ATL,GA,Georgia,GSP,SC,South Carolina,51.0,51.0,1500-1559,50.0,50.0,1600-1659,0.0,153.0
210981,5,5,DL,DL,DL,ATL,GA,Georgia,PBI,FL,Florida,-4.0,0.0,1100-1159,-19.0,0.0,1300-1359,0.0,545.0
201394,29,1,DL,DL,DL,ATL,GA,Georgia,HPN,NY,New York,-2.0,0.0,0900-0959,2.0,2.0,1200-1259,0.0,780.0
259167,2,2,AA,MQ,MQ,MOB,AL,Alabama,DFW,TX,Texas,10.0,10.0,1900-1959,4.0,4.0,2100-2159,0.0,539.0
453524,15,1,DL,9E,9E,ATL,GA,Georgia,AGS,GA,Georgia,-5.0,0.0,1100-1159,8.0,8.0,1200-1259,0.0,143.0
196385,9,2,DL,DL,DL,ATL,GA,Georgia,ONT,CA,California,93.0,93.0,2000-2059,96.0,96.0,2200-2259,0.0,1900.0
527230,23,2,AA,AA,AA,DFW,TX,Texas,CLE,OH,Ohio,50.0,50.0,1300-1359,41.0,41.0,1600-1659,0.0,1021.0
194050,20,6,DL,DL,DL,SMF,CA,California,ATL,GA,Georgia,-2.0,0.0,1200-1259,-10.0,0.0,2000-2059,0.0,2092.0
303780,3,3,AA,OH,OH,DAY,OH,Ohio,DFW,TX,Texas,6.0,6.0,1800-1859,8.0,8.0,2000-2059,0.0,861.0
10065,3,3,WN,WN,WN,JAN,MS,Mississippi,ATL,GA,Georgia,0.0,0.0,0700-0759,-13.0,0.0,0900-0959,0.0,341.0
186650,18,4,DL,DL,DL,MDW,IL,Illinois,ATL,GA,Georgia,-12.0,0.0,1700-1759,-26.0,0.0,1900-1959,0.0,591.0
445204,23,2,DL,9E,9E,CHO,VA,Virginia,ATL,GA,Georgia,-11.0,0.0,0600-0659,13.0,13.0,0700-0759,0.0,457.0
499380,17,3,AA,AA,AA,LGA,NY,New York,DFW,TX,Texas,53.0,53.0,1100-1159,44.0,44.0,1400-1459,0.0,1389.0
87434,22,1,WN,WN,WN,DEN,CO,Colorado,CMH,OH,Ohio,15.0,15.0,1800-1859,13.0,13.0,2300-2359,0.0,1154.0
394974,12,5,UA,UA,UA,LAS,NV,Nevada,DEN,CO,Colorado,0.0,0.0,1800-1859,-12.0,0.0,2100-2159,0.0,628.0
261636,15,1,AA,MQ,MQ,DFW,TX,Texas,MAF,TX,Texas,48.0,48.0,2200-2259,,,2300-2359,0.0,309.0
105053,8,1,WN,WN,WN,DEN,CO,Colorado,BNA,TN,Tennessee,-1.0,0.0,1700-1759,4.0,4.0,2000-2059,0.0,1014.0
474406,16,2,AA,AA,AA,TUL,OK,Oklahoma,DFW,TX,Texas,491.0,491.0,0700-0759,489.0,489.0,0900-0959,0.0,237.0
409229,8,1,UA,UA,UA,ORD,IL,Illinois,DEN,CO,Colorado,30.0,30.0,1300-1359,13.0,13.0,1500-1559,0.0,888.0
185604,3,3,DL,DL,DL,ATL,GA,Georgia,FLL,FL,Florida,-2.0,0.0,0800-0859,-5.0,0.0,1000-1059,0.0,581.0
104124,8,1,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,20.0,20.0,1700-1759,30.0,30.0,1900-1959,0.0,1199.0
306368,19,5,AA,OH,OH,DAY,OH,Ohio,DFW,TX,Texas,329.0,329.0,1300-1359,369.0,369.0,1500-1559,0.0,861.0
376589,16,2,UA,UA,UA,DEN,CO,Colorado,OMA,NE,Nebraska,3.0,3.0,1000-1059,-6.0,0.0,1200-1259,0.0,472.0
189358,31,3,DL,DL,DL,ATL,GA,Georgia,PHL,PA,Pennsylvania,-3.0,0.0,1500-1559,9.0,9.0,1700-1759,0.0,666.0
182425,18,4,DL,DL,DL,GPT,MS,Mississippi,ATL,GA,Georgia,-5.0,0.0,1000-1059,-11.0,0.0,1200-1259,0.0,352.0
197707,22,1,DL,DL,DL,ATL,GA,Georgia,MCO,FL,Florida,4.0,4.0,1100-1159,1.0,1.0,1200-1259,0.0,404.0
237439,24,3,F9,F9,F9,DEN,CO,Colorado,PHX,AZ,Arizona,-8.0,0.0,2100-2159,-29.0,0.0,2300-2359,0.0,602.0
14630,4,4,WN,WN,WN,LGA,NY,New York,DEN,CO,Colorado,30.0,30.0,1700-1759,2.0,2.0,2000-2059,0.0,1620.0
183811,5,5,DL,DL,DL,MCI,MO,Missouri,ATL,GA,Georgia,-5.0,0.0,1700-1759,20.0,20.0,2000-2059,0.0,692.0
181080,11,4,DL,DL,DL,FLL,FL,Florida,ATL,GA,Georgia,-1.0,0.0,1500-1559,-19.0,0.0,1700-1759,0.0,581.0
218087,26,5,DL,DL,DL,EWR,NJ,New Jersey,ATL,GA,Georgia,-6.0,0.0,1700-1759,-10.0,0.0,1900-1959,0.0,746.0
370664,30,2,UA,UA,UA,SMF,CA,California,DEN,CO,Colorado,11.0,11.0,1600-1659,10.0,10.0,1900-1959,0.0,909.0
483335,9,2,AA,AA,AA,ABQ,NM,New Mexico,DFW,TX,Texas,202.0,202.0,0800-0859,196.0,196.0,1100-1159,0.0,569.0
22828,17,3,WN,WN,WN,ATL,GA,Georgia,FLL,FL,Florida,16.0,16.0,2100-2159,9.0,9.0,2300-2359,0.0,581.0
468318,7,7,AA,AA,AA,DFW,TX,Texas,DSM,IA,Iowa,-7.0,0.0,1600-1659,-20.0,0.0,1800-1859,0.0,624.0
93723,30,2,WN,WN,WN,DCA,VA,Virginia,ATL,GA,Georgia,-3.0,0.0,1500-1559,-27.0,0.0,1700-1759,0.0,547.0
369536,31,3,UA,UA,UA,DEN,CO,Colorado,LAS,NV,Nevada,24.0,24.0,1900-1959,2.0,2.0,2000-2059,0.0,628.0
152327,29,1,DL,DL,DL,DCA,VA,Virginia,ATL,GA,Georgia,0.0,0.0,1200-1259,-24.0,0.0,1400-1459,0.0,547.0
54099,19,5,WN,WN,WN,FLL,FL,Florida,ATL,GA,Georgia,-7.0,0.0,0600-0659,-20.0,0.0,0800-0859,0.0,581.0
432506,22,1,UA,C5,C5,COD,WY,Wyoming,DEN,CO,Colorado,-5.0,0.0,1400-1459,-25.0,0.0,1600-1659,0.0,391.0
492884,3,3,AA,AA,AA,DFW,TX,Texas,LAX,CA,California,34.0,34.0,2200-2259,59.0,59.0,2300-2359,0.0,1235.0
411724,7,7,UA,UA,UA,DEN,CO,Colorado,BNA,TN,Tennessee,-5.0,0.0,1700-1759,-16.0,0.0,2100-2159,0.0,1014.0
393563,13,6,UA,UA,UA,DEN,CO,Colorado,MTJ,CO,Colorado,-2.0,0.0,1300-1359,-9.0,0.0,1400-1459,0.0,196.0
415527,19,5,UA,UA,UA,DEN,CO,Colorado,PHX,AZ,Arizona,-3.0,0.0,1600-1659,-17.0,0.0,1800-1859,0.0,602.0
314184,19,5,DL,OO,OO,TRI,TN,Tennessee,ATL,GA,Georgia,0.0,0.0,1100-1159,18.0,18.0,1200-1259,0.0,227.0
474210,19,5,AA,AA,AA,DEN,CO,Colorado,DFW,TX,Texas,-7.0,0.0,0001-0559,-7.0,0.0,0800-0859,0.0,641.0
419874,17,3,UA,UA,UA,DEN,CO,Colorado,DCA,VA,Virginia,16.0,16.0,0900-0959,-4.0,0.0,1400-1459,0.0,1476.0
233440,9,2,F9,F9,F9,ATL,GA,Georgia,LGA,NY,New York,108.0,108.0,0700-0759,134.0,134.0,1000-1059,0.0,762.0
449182,25,4,DL,9E,9E,ATL,GA,Georgia,SHV,LA,Louisiana,-5.0,0.0,0900-0959,9.0,9.0,1000-1059,0.0,551.0
157492,6,6,DL,DL,DL,DEN,CO,Colorado,MSP,MN,Minnesota,-4.0,0.0,0600-0659,-18.0,0.0,0900-0959,0.0,680.0
162259,6,6,DL,DL,DL,ATL,GA,Georgia,FLL,FL,Florida,-2.0,0.0,1900-1959,-8.0,0.0,2100-2159,0.0,581.0
224140,14,7,F9,F9,F9,DCA,VA,Virginia,DEN,CO,Colorado,190.0,190.0,1300-1359,189.0,189.0,1500-1559,0.0,1476.0
81110,14,7,WN,WN,WN,DEN,CO,Colorado,MEM,TN,Tennessee,,,2000-2059,,,2300-2359,1.0,872.0
254785,27,6,AA,MQ,MQ,MIA,FL,Florida,ATL,GA,Georgia,-6.0,0.0,1400-1459,13.0,13.0,1600-1659,0.0,594.0
325956,19,5,UA,OO,OO,SUX,IA,Iowa,DEN,CO,Colorado,-2.0,0.0,0600-0659,-4.0,0.0,0700-0759,0.0,466.0
332847,12,5,UA,OO,OO,BIS,ND,North Dakota,DEN,CO,Colorado,10.0,10.0,1300-1359,10.0,10.0,1400-1459,0.0,516.0
445589,18,4,DL,9E,9E,ATL,GA,Georgia,MGM,AL,Alabama,25.0,25.0,1700-1759,23.0,23.0,1700-1759,0.0,147.0
172773,9,2,DL,DL,DL,DAY,OH,Ohio,ATL,GA,Georgia,66.0,66.0,1800-1859,59.0,59.0,2000-2059,0.0,432.0
438714,27,6,DL,9E,9E,EYW,FL,Florida,ATL,GA,Georgia,-1.0,0.0,0700-0759,10.0,10.0,0900-0959,0.0,646.0
410333,7,7,UA,UA,UA,PHX,AZ,Arizona,DEN,CO,Colorado,-4.0,0.0,1400-1459,-13.0,0.0,1600-1659,0.0,602.0
324644,3,3,UA,OO,OO,DEN,CO,Colorado,BIS,ND,North Dakota,-11.0,0.0,1000-1059,-6.0,0.0,1200-1259,0.0,516.0
184644,30,2,DL,DL,DL,ATL,GA,Georgia,IAH,TX,Texas,-3.0,0.0,0800-0859,-25.0,0.0,0900-0959,0.0,689.0
409913,8,1,UA,UA,UA,SNA,CA,California,DEN,CO,Colorado,-9.0,0.0,1600-1659,2.0,2.0,1900-1959,0.0,846.0
206141,17,3,DL,DL,DL,ATL,GA,Georgia,AVL,NC,North Carolina,50.0,50.0,1400-1459,49.0,49.0,1500-1559,0.0,164.0
528527,29,1,AA,AA,AA,DFW,TX,Texas,SAT,TX,Texas,8.0,8.0,1600-1659,-3.0,0.0,1700-1759,0.0,247.0
194021,6,6,DL,DL,DL,ATL,GA,Georgia,SMF,CA,California,11.0,11.0,0900-0959,0.0,0.0,1100-1159,0.0,2092.0
121030,25,4,WN,WN,WN,DEN,CO,Colorado,BZN,MT,Montana,4.0,4.0,1500-1559,-4.0,0.0,1600-1659,0.0,524.0
493925,2,2,AA,AA,AA,ORD,IL,Illinois,ATL,GA,Georgia,-4.0,0.0,1900-1959,-10.0,0.0,2200-2259,0.0,606.0
206378,26,5,DL,DL,DL,ATL,GA,Georgia,CMH,OH,Ohio,-6.0,0.0,1100-1159,-5.0,0.0,1200-1259,0.0,447.0
82926,14,7,WN,WN,WN,PHX,AZ,Arizona,DEN,CO,Colorado,-2.0,0.0,0600-0659,-16.0,0.0,0700-0759,0.0,602.0
307888,21,7,AA,OH,OH,ATL,GA,Georgia,DCA,VA,Virginia,70.0,70.0,2000-2059,47.0,47.0,2200-2259,0.0,547.0
150647,30,2,DL,DL,DL,DEN,CO,Colorado,ATL,GA,Georgia,10.0,10.0,0700-0759,5.0,5.0,1200-1259,0.0,1199.0
3499,8,1,UA,C5,C5,DEN,CO,Colorado,COS,CO,Colorado,,,0800-0859,,,0900-0959,1.0,73.0
464205,3,3,AA,AA,AA,DFW,TX,Texas,SFO,CA,California,-4.0,0.0,1000-1059,-16.0,0.0,1200-1259,0.0,1464.0
304168,30,2,AA,OH,OH,CLT,NC,North Carolina,ATL,GA,Georgia,-9.0,0.0,1300-1359,-5.0,0.0,1400-1459,0.0,226.0
509272,25,4,AA,AA,AA,DFW,TX,Texas,EWR,NJ,New Jersey,74.0,74.0,1100-1159,56.0,56.0,1500-1559,0.0,1372.0
358816,4,4,DL,OO,OO,ATL,GA,Georgia,SHV,LA,Louisiana,-2.0,0.0,1100-1159,-10.0,0.0,1300-1359,0.0,551.0
521645,29,1,AA,AA,AA,DFW,TX,Texas,MSY,LA,Louisiana,-4.0,0.0,2000-2059,-11.0,0.0,2200-2259,0.0,447.0
35335,26,5,WN,WN,WN,OKC,OK,Oklahoma,DEN,CO,Colorado,1.0,1.0,0600-0659,-12.0,0.0,0700-0759,0.0,495.0
324878,4,4,UA,OO,OO,DEN,CO,Colorado,PRC,AZ,Arizona,49.0,49.0,1500-1559,35.0,35.0,1700-1759,0.0,557.0
218890,21,7,DL,DL,DL,ATL,GA,Georgia,GSP,SC,South Carolina,-3.0,0.0,0800-0859,23.0,23.0,0900-0959,0.0,153.0
27420,18,4,WN,WN,WN,DEN,CO,Colorado,ONT,CA,California,15.0,15.0,2000-2059,24.0,24.0,2200-2259,0.0,819.0
371418,30,2,UA,UA,UA,SNA,CA,California,DEN,CO,Colorado,-14.0,0.0,1600-1659,-17.0,0.0,1900-1959,0.0,846.0
287319,27,6,NK,NK,NK,MIA,FL,Florida,DFW,TX,Texas,-4.0,0.0,2100-2159,-6.0,0.0,2300-2359,0.0,1121.0
501953,28,7,AA,AA,AA,LAS,NV,Nevada,DFW,TX,Texas,-5.0,0.0,0800-0859,-7.0,0.0,1200-1259,0.0,1055.0
80978,14,7,WN,WN,WN,DEN,CO,Colorado,AUS,TX,Texas,22.0,22.0,0900-0959,3.0,3.0,1200-1259,0.0,775.0
83634,21,7,WN,WN,WN,DEN,CO,Colorado,MDW,IL,Illinois,7.0,7.0,1800-1859,-4.0,0.0,2200-2259,0.0,895.0
325561,19,5,UA,OO,OO,GCC,WY,Wyoming,DEN,CO,Colorado,-3.0,0.0,0001-0559,14.0,14.0,0700-0759,0.0,313.0
367399,11,4,AA,OO,OO,DFW,TX,Texas,TYR,TX,Texas,5.0,5.0,1600-1659,9.0,9.0,1700-1759,0.0,102.0
27473,18,4,WN,WN,WN,DEN,CO,Colorado,SEA,WA,Washington,3.0,3.0,2000-2059,15.0,15.0,2200-2259,0.0,1024.0
516014,9,2,AA,AA,AA,DFW,TX,Texas,SAT,TX,Texas,8.0,8.0,1300-1359,14.0,14.0,1400-1459,0.0,247.0
527477,12,5,AA,AA,AA,CVG,KY,Kentucky,DFW,TX,Texas,111.0,111.0,1700-1759,115.0,115.0,1800-1859,0.0,812.0
261681,6,6,AA,MQ,MQ,MAF,TX,Texas,DFW,TX,Texas,-9.0,0.0,1800-1859,-19.0,0.0,1900-1959,0.0,309.0
80344,14,7,WN,WN,WN,BOI,ID,Idaho,DEN,CO,Colorado,,,1800-1859,,,2000-2059,1.0,649.0
491130,13,6,AA,AA,AA,DFW,TX,Texas,MCO,FL,Florida,-2.0,0.0,1000-1059,9.0,9.0,1400-1459,0.0,985.0
523587,2,2,AA,AA,AA,MSO,MT,Montana,DFW,TX,Texas,2.0,2.0,1400-1459,-17.0,0.0,1800-1859,0.0,1320.0
196592,9,2,DL,DL,DL,ATL,GA,Georgia,LAX,CA,California,5.0,5.0,1500-1559,2.0,2.0,1700-1759,0.0,1947.0
172247,18,4,DL,DL,DL,ATL,GA,Georgia,CHS,SC,South Carolina,0.0,0.0,1300-1359,-10.0,0.0,1500-1559,0.0,259.0
424672,4,4,UA,UA,UA,DEN,CO,Colorado,BUR,CA,California,0.0,0.0,1900-1959,-10.0,0.0,2000-2059,0.0,850.0
195918,1,1,DL,DL,DL,BUF,NY,New York,ATL,GA,Georgia,-3.0,0.0,1400-1459,-29.0,0.0,1600-1659,0.0,712.0
219467,9,2,DL,DL,DL,ATL,GA,Georgia,GNV,FL,Florida,14.0,14.0,2200-2259,13.0,13.0,2300-2359,0.0,300.0
524310,30,2,AA,AA,AA,DFW,TX,Texas,BNA,TN,Tennessee,-5.0,0.0,1600-1659,-8.0,0.0,1800-1859,0.0,631.0
523869,25,4,AA,AA,AA,DFW,TX,Texas,MSY,LA,Louisiana,35.0,35.0,1400-1459,40.0,40.0,1500-1559,0.0,447.0
174854,24,3,DL,DL,DL,LAX,CA,California,ATL,GA,Georgia,-2.0,0.0,0800-0859,17.0,17.0,1500-1559,0.0,1947.0
55465,19,5,WN,WN,WN,OKC,OK,Oklahoma,DEN,CO,Colorado,5.0,5.0,1900-1959,8.0,8.0,1900-1959,0.0,495.0
9176,3,3,WN,WN,WN,DAL,TX,Texas,DEN,CO,Colorado,4.0,4.0,1000-1059,-11.0,0.0,1100-1159,0.0,651.0
398848,10,3,UA,UA,UA,RNO,NV,Nevada,DEN,CO,Colorado,36.0,36.0,0900-0959,32.0,32.0,1200-1259,0.0,804.0
93818,30,2,WN,WN,WN,DEN,CO,Colorado,DAL,TX,Texas,0.0,0.0,2000-2059,-6.0,0.0,2300-2359,0.0,651.0
157633,10,3,DL,DL,DL,ATL,GA,Georgia,ABQ,NM,New Mexico,-4.0,0.0,1100-1159,-18.0,0.0,1200-1259,0.0,1269.0
83698,21,7,WN,WN,WN,DEN,CO,Colorado,PHX,AZ,Arizona,4.0,4.0,2200-2259,-16.0,0.0,0001-0559,0.0,602.0
111330,16,2,WN,WN,WN,DEN,CO,Colorado,BOI,ID,Idaho,49.0,49.0,1600-1659,42.0,42.0,1800-1859,0.0,649.0
375833,16,2,UA,UA,UA,PSP,CA,California,DEN,CO,Colorado,-7.0,0.0,0001-0559,-18.0,0.0,0800-0859,0.0,776.0
301318,14,7,AA,OH,OH,DFW,TX,Texas,SHV,LA,Louisiana,67.0,67.0,1500-1559,78.0,78.0,1600-1659,0.0,190.0
192288,23,2,DL,DL,DL,ATL,GA,Georgia,AUS,TX,Texas,-4.0,0.0,0800-0859,-3.0,0.0,0900-0959,0.0,813.0
184875,30,2,DL,DL,DL,ABQ,NM,New Mexico,ATL,GA,Georgia,-8.0,0.0,0700-0759,-25.0,0.0,1200-1259,0.0,1269.0
260596,11,4,AA,MQ,MQ,DFW,TX,Texas,MAF,TX,Texas,14.0,14.0,1800-1859,13.0,13.0,1900-1959,0.0,309.0
372820,29,1,UA,UA,UA,TUS,AZ,Arizona,DEN,CO,Colorado,-3.0,0.0,0700-0759,-20.0,0.0,0900-0959,0.0,639.0
266912,1,1,AA,MQ,MQ,DFW,TX,Texas,ABI,TX,Texas,0.0,0.0,2200-2259,-7.0,0.0,2300-2359,0.0,158.0
468015,30,2,AA,AA,AA,PHX,AZ,Arizona,DFW,TX,Texas,-3.0,0.0,1300-1359,-7.0,0.0,1600-1659,0.0,868.0
198909,26,5,DL,DL,DL,ATL,GA,Georgia,MDW,IL,Illinois,-4.0,0.0,0800-0859,-19.0,0.0,0900-0959,0.0,591.0
110438,16,2,WN,WN,WN,ATL,GA,Georgia,DEN,CO,Colorado,0.0,0.0,0700-0759,1.0,1.0,0800-0859,0.0,1199.0
184409,26,5,DL,DL,DL,SAT,TX,Texas,ATL,GA,Georgia,25.0,25.0,1100-1159,15.0,15.0,1400-1459,0.0,874.0
63372,28,7,WN,WN,WN,DEN,CO,Colorado,BOI,ID,Idaho,-2.0,0.0,1500-1559,-8.0,0.0,1600-1659,0.0,649.0
197371,27,6,DL,DL,DL,DEN,CO,Colorado,MSP,MN,Minnesota,-3.0,0.0,0900-0959,9.0,9.0,1200-1259,0.0,680.0
